mmsi,split,kind
258396000,Training,Tug
258403000,Test,Supply
258406000,Training,Supply
258422000,Training,Supply
258423000,Training,Supply
258424000,Training,Passenger
258427000,Training,Supply
258448000,Training,Supply
258463000,Training,Cargo/Tanker
258493000,Training,Salvage
258501710,Training,Passenger
258506910,Test,Passenger
258508910,Training,Passenger
258511000,Training,Supply
258514110,Training,Passenger
258518310,Training,Passenger
258527410,Training,Salvage
258532000,Training,Supply
258537000,Training,Supply
258540000,Test,Supply
258549110,Training,Passenger
258552000,Training,Supply
258555000,Training,Supply
258556000,Training,Supply
258562000,Training,Supply
258565710,Training,Tug
258565810,Training,Passenger
258567510,Test,Salvage
258568000,Training,Tug
258578000,Training,Passenger
258578810,Test,Salvage
258582010,Test,Passenger
258588810,Training,Passenger
258604000,Training,Cargo/Tanker
258610000,Training,Supply
258651000,Training,Supply
258658000,Test,Supply
258666000,Training,Supply
258674000,Training,Supply
258715000,Training,Cargo/Tanker
258728000,Test,Supply
258730000,Training,Supply
258737000,Training,Supply
258738000,Training,Supply
258753000,Training,Supply
258768000,Test,Supply
258793000,Training,Supply
258798000,Training,Cargo/Tanker
258813000,Training,Supply
258814210,Training,Passenger
258821000,Training,Supply
258825110,Test,Salvage
258841000,Training,Passenger
258865000,Training,Supply
258873000,Test,Supply
258885000,Training,Supply
258889000,Training,Supply
258906000,Training,Supply
258931000,Training,Cargo/Tanker
258988020,Test,Passenger
258988140,Training,Passenger
258989540,Training,Passenger
258989690,Training,Passenger
258990720,Training,Passenger
258994290,Training,Passenger
258995000,Test,Supply
258996000,Training,Supply
258997590,Training,Salvage
258997940,Training,Passenger
258998080,Test,Passenger
258998720,Training,Passenger
259069000,Training,Supply
259073000,Test,Passenger
259074000,Training,Supply
259086000,Training,Tug
259088000,Training,Tug
259097000,Training,Passenger
259098000,Training,Passenger
259105000,Training,Supply
259109000,Training,Purse seine
259121000,Training,Supply
259131000,Training,Longliner
259133000,Training,Supply
259145000,Training,Supply
259156000,Training,Supply
259180000,Training,Purse seine
259192000,Training,Salvage
259198000,Training,Supply
259231000,Training,Supply
259233000,Training,Tug
259235000,Training,Supply
259239000,Training,Supply
259243000,Training,Supply
259261000,Training,Supply
259298000,Training,Supply
259313000,Training,Salvage
259330000,Training,Passenger
259331000,Training,Supply
259333000,Training,Supply
259343000,Training,Salvage
259357000,Training,Supply
259363000,Training,Longliner
259367000,Training,Supply
259369000,Training,Tug
259371000,Training,Passenger
259375000,Training,Purse seine
259380000,Training,Longliner
259395000,Training,Passenger
259457000,Training,Longliner
259472000,Training,Supply
259474000,Training,Longliner
259483000,Training,Supply
259486000,Training,Supply
259498000,Training,Supply
259504000,Training,Supply
259515000,Training,Supply
259520000,Training,Supply
259531000,Training,Tug
259532000,Training,Tug
259535000,Training,Salvage
259542000,Training,Supply
259543000,Training,Supply
259547000,Training,Supply
259556000,Test,Supply
259557000,Training,Supply
259562000,Training,Longliner
259568000,Training,Supply
259571000,Training,Supply
259576000,Training,Trawler
259577000,Training,Tug
259582000,Training,Tug
259583000,Training,Supply
259587000,Test,Tug
259589000,Training,Passenger
259594000,Training,Passenger
259599000,Training,Tug
259625000,Training,Passenger
259632000,Training,Supply
259636000,Training,Supply
259665000,Training,Supply
259672000,Training,Supply
259679000,Training,Passenger
259681000,Training,Passenger
259698000,Training,Supply
259699000,Training,Supply
259759000,Training,Cargo/Tanker
259849000,Training,Supply
259866000,Training,Supply
259895000,Training,Cargo/Tanker
259901000,Training,Supply
259904000,Training,Tug
259912000,Training,Supply
259916000,Training,Supply
259941000,Training,Supply
259948000,Training,Cargo/Tanker
259977000,Training,Supply
259980000,Training,Supply
259989000,Training,Supply
259993000,Training,Supply
261000270,Training,Cargo/Tanker
261001410,Training,Trawler
261002520,Training,Trawler
261003060,Training,Trawler
261003090,Training,Trawler
261003640,Training,Trawler
261004260,Training,Trawler
261004430,Training,Trawler
261004860,Training,Trawler
261004990,Training,Trawler
261005330,Test,Trawler
261005580,Training,Trawler
261005970,Training,Trawler
261006570,Training,Trawler
261006770,Training,Trawler
261006940,Training,Trawler
261010840,Training,Trawler
261011050,Training,Trawler
261011150,Training,Cargo/Tanker
261012880,Training,Trawler
261016430,Training,Trawler
261018440,Training,Trawler
261023870,Training,Trawler
261198000,Test,Cargo/Tanker
261383000,Training,Trawler
263232000,Training,Purse seine
263237000,Training,Trawler
263266000,Training,Pots and traps
263271000,Training,Longliner
263274000,Test,Longliner
263279000,Training,Trawler
263294000,Training,Pots and traps
263302000,Training,Purse seine
263311000,Training,Purse seine
263314000,Training,Purse seine
263401270,Training,Longliner
263401680,Training,Purse seine
263401690,Training,Purse seine
263401780,Training,Purse seine
263401880,Test,Trawler
263402290,Training,Pots and traps
263402350,Training,Trawler
263402580,Training,Trawler
263402680,Training,Longliner
263404460,Training,Purse seine
263404660,Training,Purse seine
263404870,Training,Longliner
263405470,Training,Purse seine
263405570,Test,Purse seine
263406560,Training,Purse seine
263406760,Training,Purse seine
263406770,Training,Purse seine
263407240,Training,Pots and traps
263407280,Training,Purse seine
263407290,Training,Purse seine
263407340,Test,Purse seine
263407390,Training,Purse seine
263407670,Training,Purse seine
263407750,Training,Purse seine
263407870,Training,Purse seine
263408000,Training,Trawler
263408350,Training,Purse seine
263408560,Training,Purse seine
263408570,Training,Purse seine
263408670,Training,Purse seine
263409360,Training,Purse seine
263410460,Training,Purse seine
263410690,Training,Longliner
263410850,Training,Purse seine
263411260,Test,Purse seine
263411680,Training,Purse seine
263411970,Training,Purse seine
263412090,Training,Purse seine
263413870,Training,Longliner
263414760,Training,Trawler
263414960,Test,Purse seine
263414970,Training,Purse seine
263415290,Test,Longliner
263415640,Training,Trawler
263415870,Training,Purse seine
263418780,Training,Longliner
263419980,Training,Purse seine
263420240,Training,Purse seine
263420260,Training,Purse seine
263421000,Training,Trawler
263421980,Training,Purse seine
263422240,Training,Longliner
263422760,Training,Purse seine
263427750,Training,Longliner
263429550,Training,Tug
263430540,Training,Purse seine
263450000,Test,Trawler
263486000,Training,Trawler
263500170,Training,Purse seine
263500201,Training,Purse seine
263500208,Training,Purse seine
263500212,Training,Purse seine
263500216,Training,Purse seine
263500225,Training,Purse seine
263500261,Training,Purse seine
263512000,Training,Longliner
263514000,Training,Trawler
263517000,Training,Trawler
263564000,Training,Longliner
263569000,Training,Longliner
263576000,Training,Longliner
263581000,Training,Trawler
263584000,Training,Longliner
263586000,Training,Trawler
263610000,Test,Tug
263619000,Training,Tug
263625000,Training,Tug
263759000,Training,Passenger
263821000,Training,Longliner
265327000,Training,Cargo/Tanker
265349000,Training,Trawler
265413000,Training,Cargo/Tanker
265483000,Training,Purse seine
265503070,Training,Pots and traps
265518830,Training,Passenger
265536090,Training,Trawler
265571280,Training,Pots and traps
265581970,Training,Cargo/Tanker
265608620,Training,Pots and traps
265610040,Training,Cargo/Tanker
265612260,Training,Pots and traps
265635620,Training,Pots and traps
265640570,Training,Pots and traps
265645290,Training,Pots and traps
265649390,Training,Cargo/Tanker
265651066,Training,Pots and traps
265660180,Training,Trawler
265676610,Training,Pots and traps
265678430,Training,Pots and traps
265686850,Training,Trawler
265688640,Training,Trawler
265695220,Training,Pots and traps
265699610,Training,Pots and traps
265703000,Training,Trawler
265708000,Training,Trawler
265708380,Training,Pots and traps
265710440,Training,Pots and traps
265718640,Training,Pots and traps
265720160,Training,Pots and traps
265724390,Training,Trawler
265730370,Training,Pots and traps
265737300,Training,Pots and traps
265741440,Training,Trawler
265745020,Training,Pots and traps
265746000,Training,Trawler
265749580,Training,Trawler
265752900,Training,Pots and traps
265753490,Training,Pots and traps
265754000,Training,Trawler
265757320,Training,Trawler
265765000,Training,Trawler
265769000,Training,Trawler
266048000,Training,Trawler
266062000,Test,Trawler
266064000,Training,Trawler
266066000,Training,Trawler
266068000,Training,Trawler
266101000,Training,Trawler
266128000,Training,Trawler
266142000,Training,Purse seine
266145000,Training,Trawler
266150000,Training,Trawler
266157000,Training,Trawler
266160000,Training,Trawler
266174000,Test,Trawler
266203000,Training,Cargo/Tanker
266205000,Training,Trawler
266210000,Training,Cargo/Tanker
266248000,Training,Cargo/Tanker
266259000,Training,Cargo/Tanker
266285000,Test,Trawler
266315000,Training,Trawler
266348000,Training,Trawler
266359000,Training,Trawler
266378000,Training,Trawler
266389000,Training,Trawler
266397000,Training,Trawler
266404000,Training,Trawler
266409000,Training,Trawler
266410000,Training,Trawler
266440000,Training,Purse seine
269056666,Training,Cargo/Tanker
269057172,Training,Cargo/Tanker
269057207,Training,Cargo/Tanker
269057316,Training,Cargo/Tanker
269057378,Training,Cargo/Tanker
269057507,Training,Passenger
269057512,Training,Passenger
269057516,Training,Passenger
269090000,Test,Passenger
269105760,Training,Passenger
269107530,Test,Passenger
269107620,Training,Passenger
269108040,Training,Passenger
269312000,Training,Passenger
271001140,Training,Tug
271001197,Training,Passenger
271002151,Training,Passenger
271002334,Test,Tug
271002434,Training,Supply
271002480,Training,Supply
271008508,Training,Purse seine
271010019,Training,Tug
271010078,Training,Tug
271010089,Training,Tug
271010143,Training,Supply
271010171,Training,Supply
271010282,Training,Passenger
271010343,Training,Tug
271010344,Training,Tug
271010385,Training,Tug
271010415,Training,Supply
271010416,Training,Supply
271010419,Test,Supply
271010420,Training,Supply
271010421,Training,Supply
271010425,Training,Supply
271010426,Test,Supply
271010427,Training,Supply
271010438,Training,Supply
271010440,Training,Supply
271010441,Training,Tug
271010443,Training,Tug
271010444,Training,Supply
271010485,Training,Supply
271010572,Training,Passenger
271010585,Training,Supply
271010679,Training,Tug
271010755,Training,Supply
271010792,Training,Passenger
271010841,Training,Supply
271010842,Training,Supply
271010854,Training,Tug
271015015,Training,Passenger
271017018,Training,Supply
271017027,Training,Tug
271019010,Training,Tug
271019027,Test,Supply
271020183,Training,Passenger
271040154,Training,Supply
271040175,Training,Supply
271040177,Training,Supply
271040202,Test,Supply
271040203,Training,Supply
271040222,Training,Supply
271040351,Training,Passenger
271040357,Training,Supply
271040434,Training,Passenger
271040443,Training,Supply
271040484,Training,Passenger
271040531,Training,Supply
271040571,Training,Supply
271040788,Training,Tug
271042548,Training,Purse seine
271042939,Training,Tug
271042966,Training,Supply
271043097,Test,Cargo/Tanker
271043405,Training,Tug
271043430,Training,Purse seine
271043447,Training,Supply
271043517,Training,Tug
271043701,Training,Supply
271043716,Training,Tug
271043755,Training,Passenger
271043763,Test,Supply
271043764,Training,Supply
271043765,Training,Supply
271043766,Training,Supply
271043785,Training,Supply
271043936,Training,Passenger
271044011,Test,Tug
271044019,Test,Tug
271044031,Training,Supply
271044034,Training,Passenger
271044048,Training,Supply
271044070,Training,Supply
271044083,Training,Supply
271044089,Training,Passenger
271044091,Test,Tug
271044098,Test,Passenger
271044103,Training,Tug
271044121,Training,Supply
271044122,Training,Supply
271044123,Test,Supply
271044132,Training,Tug
271044134,Training,Tug
271044135,Training,Tug
271044153,Training,Supply
271044154,Training,Supply
271044155,Training,Supply
271044156,Training,Supply
271044176,Training,Passenger
271044178,Training,Supply
271044182,Training,Tug
271044183,Test,Tug
271044197,Training,Tug
271044221,Training,Supply
271044233,Training,Tug
271044236,Training,Passenger
271044240,Training,Tug
271044241,Training,Supply
271044251,Test,Tug
271044258,Training,Passenger
271044284,Training,Supply
271044287,Training,Passenger
271044341,Training,Supply
271044350,Training,Supply
271056004,Training,Purse seine
271056028,Training,Purse seine
271056035,Training,Purse seine
271056036,Training,Purse seine
271056043,Test,Purse seine
271056068,Training,Purse seine
271062045,Test,Purse seine
271062046,Training,Purse seine
271069010,Training,Purse seine
271069011,Test,Purse seine
271069041,Training,Purse seine
271072038,Training,Purse seine
271072045,Training,Purse seine
271072077,Training,Purse seine
271072106,Training,Purse seine
271072107,Training,Purse seine
271072121,Training,Purse seine
271072163,Test,Purse seine
271072174,Training,Purse seine
271072204,Training,Purse seine
271072214,Training,Purse seine
271072268,Test,Purse seine
271072306,Training,Purse seine
271072364,Training,Purse seine
271072372,Training,Purse seine
271072387,Training,Purse seine
271072388,Training,Purse seine
271072405,Training,Purse seine
271072459,Test,Purse seine
271072478,Training,Purse seine
271072569,Training,Purse seine
271072583,Training,Purse seine
271072687,Training,Supply
271072853,Training,Purse seine
271072871,Training,Purse seine
271073019,Test,Purse seine
272001800,Test,Tug
272069600,Training,Tug
273149510,Training,Passenger
273188700,Training,Tug
273310630,Training,Longliner
273311340,Training,Cargo/Tanker
273313020,Training,Tug
273313640,Training,Longliner
273314760,Training,Tug
273315040,Training,Tug
273315480,Training,Trawler
273316220,Training,Tug
273316930,Test,Tug
273317640,Training,Passenger
273317850,Training,Tug
273318630,Training,Supply
273318760,Training,Tug
273319010,Training,Tug
273327840,Training,Tug
273328880,Training,Tug
273330620,Training,Cargo/Tanker
273331620,Training,Cargo/Tanker
273332910,Training,Tug
273333720,Training,Tug
273341160,Training,Tug
273348270,Test,Tug
273349850,Training,Tug
273350220,Training,Cargo/Tanker
273350810,Training,Trawler
273351020,Training,Passenger
273351850,Training,Cargo/Tanker
273352550,Test,Tug
273352930,Training,Longliner
273354130,Training,Longliner
273356760,Training,Longliner
273357870,Test,Tug
273359210,Training,Tug
273359300,Training,Trawler
273359450,Training,Tug
273362890,Training,Tug
273365630,Test,Tug
273370090,Training,Supply
273371630,Training,Tug
273371770,Training,Supply
273371780,Test,Passenger
273371910,Test,Tug
273372630,Training,Tug
273372830,Test,Tug
273372890,Training,Tug
273372970,Training,Tug
273373130,Training,Tug
273373350,Training,Passenger
273373380,Training,Tug
273373970,Training,Passenger
273374130,Training,Tug
273374250,Training,Tug
273374330,Training,Tug
273375630,Training,Tug
273376560,Test,Passenger
273377850,Training,Passenger
273377940,Training,Passenger
273378250,Training,Tug
273378280,Training,Passenger
273378380,Training,Tug
273378650,Test,Tug
273379050,Training,Tug
273379920,Training,Tug
273380020,Training,Supply
273381020,Training,Supply
273381630,Training,Cargo/Tanker
273382010,Training,Tug
273383010,Training,Tug
273384330,Training,Tug
273389910,Training,Supply
273413910,Training,Trawler
273421260,Training,Cargo/Tanker
273423800,Test,Trawler
273425070,Test,Trawler
273427570,Training,Tug
273428220,Training,Trawler
273428630,Training,Passenger
273430650,Training,Tug
273431690,Training,Longliner
273432650,Test,Tug
273434290,Training,Tug
273434380,Training,Tug
273435390,Training,Tug
273445310,Training,Longliner
273447080,Training,Trawler
273447610,Training,Tug
273448500,Training,Tug
273448850,Training,Tug
273449820,Training,Tug
273450230,Training,Trawler
273450530,Training,Tug
273451820,Training,Tug
273452670,Training,Tug
273452950,Test,Passenger
273453080,Training,Purse seine
273454440,Training,Tug
273527800,Training,Trawler
273564500,Training,Trawler
273819100,Training,Trawler
273827000,Training,Trawler
273840800,Training,Longliner
273840900,Training,Longliner
273842800,Training,Longliner
273844100,Training,Longliner
273845700,Training,Longliner
273845910,Training,Trawler
273846700,Training,Longliner
273847700,Training,Longliner
273848700,Training,Longliner
273849500,Training,Tug
273849520,Training,Trawler
273849700,Training,Longliner
273890710,Training,Trawler
273899000,Training,Trawler
273899100,Test,Trawler
275019000,Training,Trawler
275053000,Training,Trawler
275062000,Training,Trawler
275072000,Training,Trawler
275086000,Training,Trawler
275099000,Training,Trawler
275171000,Training,Pots and traps
275220000,Training,Trawler
275221000,Training,Trawler
275244000,Training,Trawler
275270000,Training,Trawler
275272000,Training,Trawler
275407000,Training,Trawler
275425000,Training,Trawler
275444000,Training,Pots and traps
275448000,Test,Pots and traps
275453000,Training,Pots and traps
275454000,Training,Pots and traps
275455000,Training,Pots and traps
275460000,Training,Pots and traps
275461000,Training,Pots and traps
276174000,Training,Trawler
276182000,Training,Trawler
276187000,Training,Trawler
276276000,Training,Trawler
276299000,Training,Trawler
276544000,Training,Trawler
276811000,Test,Trawler
276816000,Training,Tug
277030000,Training,Pots and traps
277047000,Test,Trawler
277112000,Training,Tug
277113000,Training,Tug
277205000,Training,Trawler
277206000,Training,Trawler
277210000,Test,Trawler
277215000,Training,Trawler
277217000,Training,Trawler
277253000,Training,Trawler
277290000,Training,Trawler
277470000,Training,Cargo/Tanker
277511000,Training,Pots and traps
277512000,Training,Pots and traps
277519000,Training,Trawler
277524000,Training,Trawler
277540000,Training,Tug
277542000,Training,Tug
303137000,Training,Purse seine
303940000,Training,Cargo/Tanker
304010514,Training,Cargo/Tanker
304418000,Training,Cargo/Tanker
304807000,Training,Cargo/Tanker
305015000,Training,Cargo/Tanker
305048000,Test,Cargo/Tanker
305063000,Training,Cargo/Tanker
305078000,Training,Cargo/Tanker
305087000,Training,Cargo/Tanker
305097000,Training,Cargo/Tanker
305115000,Training,Cargo/Tanker
305121000,Training,Cargo/Tanker
305164000,Training,Cargo/Tanker
305174000,Training,Cargo/Tanker
305234000,Training,Cargo/Tanker
305272000,Training,Cargo/Tanker
305299000,Training,Cargo/Tanker
305404000,Training,Cargo/Tanker
305412000,Training,Cargo/Tanker
305468000,Training,Cargo/Tanker
305600000,Training,Cargo/Tanker
305622000,Training,Cargo/Tanker
305651000,Training,Passenger
305697000,Training,Cargo/Tanker
305707000,Training,Cargo/Tanker
305729000,Training,Cargo/Tanker
305748000,Training,Cargo/Tanker
305752000,Test,Cargo/Tanker
305774000,Training,Cargo/Tanker
305838000,Training,Cargo/Tanker
306014000,Training,Supply
306060000,Training,Tug
306061000,Training,Tug
306071000,Training,Supply
306087000,Training,Passenger
306090000,Training,Tug
306091000,Training,Supply
306093000,Training,Tug
306094000,Training,Purse seine
306366000,Training,Tug
306768000,Training,Tug
306783000,Training,Purse seine
308176000,Training,Tug
308335000,Training,Supply
308483000,Training,Cargo/Tanker
308645000,Training,Passenger
308816000,Training,Cargo/Tanker
308839000,Training,Cargo/Tanker
309022000,Training,Cargo/Tanker
309587000,Training,Cargo/Tanker
309847000,Training,Cargo/Tanker
309887000,Training,Cargo/Tanker
310132000,Training,Cargo/Tanker
310486000,Training,Cargo/Tanker
310637000,Training,Cargo/Tanker
311000083,Training,Cargo/Tanker
311000164,Training,Passenger
311000311,Training,Tug
311003100,Training,Cargo/Tanker
311003200,Training,Cargo/Tanker
311003400,Training,Cargo/Tanker
311013600,Training,Cargo/Tanker
311016500,Training,Cargo/Tanker
311017100,Training,Cargo/Tanker
311018600,Training,Cargo/Tanker
311021600,Test,Cargo/Tanker
311027100,Test,Passenger
311032500,Training,Cargo/Tanker
311033400,Training,Cargo/Tanker
311035300,Training,Cargo/Tanker
311037100,Training,Cargo/Tanker
311038900,Test,Passenger
311040700,Training,Cargo/Tanker
311045300,Training,Cargo/Tanker
311047400,Training,Cargo/Tanker
311054300,Training,Cargo/Tanker
311063400,Training,Supply
311072300,Training,Cargo/Tanker
311293000,Training,Cargo/Tanker
311316000,Training,Passenger
311353000,Training,Cargo/Tanker
311641000,Training,Cargo/Tanker
311642000,Test,Cargo/Tanker
311695000,Training,Cargo/Tanker
311696000,Training,Cargo/Tanker
311799000,Test,Cargo/Tanker
311821000,Training,Cargo/Tanker
311918000,Training,Cargo/Tanker
311963000,Training,Tug
311996000,Training,Cargo/Tanker
312590000,Training,Purse seine
312854000,Test,Longliner
312864000,Training,Purse seine
312897000,Training,Purse seine
314204000,Test,Supply
314213000,Training,Supply
314248000,Training,Supply
314317000,Training,Cargo/Tanker
316001019,Training,Tug
316001067,Training,Tug
316001093,Training,Tug
316001095,Training,Tug
316001097,Training,Tug
316001099,Training,Tug
316001101,Training,Tug
316001222,Test,Tug
316001223,Training,Tug
316001327,Training,Tug
316001640,Training,Supply
316001876,Training,Tug
316001878,Training,Tug
316001882,Training,Tug
316001890,Training,Supply
316002065,Training,Tug
316002103,Training,Tug
316002110,Training,Supply
316002238,Training,Tug
316002282,Training,Tug
316002588,Training,Passenger
316002657,Training,Passenger
316003483,Training,Tug
316003616,Training,Tug
316003880,Training,Tug
316004333,Training,Trawler
316005417,Training,Tug
316005609,Training,Tug
316005611,Training,Tug
316005624,Training,Tug
316005625,Test,Tug
316005648,Training,Tug
316005649,Training,Tug
316007853,Training,Passenger
316007863,Training,Passenger
316008627,Training,Passenger
316009049,Training,Tug
316009423,Test,Tug
316009842,Training,Tug
316011765,Training,Passenger
316012706,Training,Tug
316012859,Training,Pots and traps
316013091,Training,Tug
316013870,Training,Supply
316014070,Training,Supply
316014080,Training,Passenger
316014110,Test,Tug
316014180,Training,Supply
316014190,Training,Supply
316014244,Training,Tug
316014341,Training,Tug
316015187,Training,Salvage
316016013,Test,Tug
316016072,Training,Passenger
316016881,Training,Tug
316018034,Training,Passenger
316018375,Test,Passenger
316018378,Training,Tug
316018399,Training,Tug
316018737,Training,Tug
316019016,Training,Tug
316019236,Test,Passenger
316020067,Training,Tug
316020345,Training,Tug
316020398,Training,Passenger
316020432,Training,Passenger
316020555,Training,Passenger
316022187,Training,Passenger
316023365,Training,Passenger
316023833,Training,Trawler
316023838,Training,Passenger
316023901,Training,Passenger
316024038,Training,Tug
316024167,Training,Passenger
316024693,Training,Passenger
316025092,Training,Passenger
316025599,Training,Tug
316025785,Test,Tug
316025866,Training,Tug
316025933,Training,Passenger
316025987,Training,Passenger
316026225,Training,Passenger
316026695,Training,Cargo/Tanker
316026728,Training,Supply
316026824,Training,Tug
316027672,Training,Passenger
316028702,Test,Tug
316028825,Test,Passenger
316028881,Training,Tug
316028909,Training,Tug
316029084,Training,Passenger
316029142,Training,Passenger
316029207,Training,Tug
316029502,Training,Tug
316029523,Training,Passenger
316029551,Training,Passenger
316029762,Training,Supply
316030904,Training,Passenger
316030939,Training,Passenger
316031017,Training,Passenger
316031045,Training,Passenger
316031048,Training,Tug
316047000,Test,Tug
316111000,Training,Trawler
316163000,Training,Tug
316179000,Training,Supply
316241000,Training,Tug
316262000,Training,Cargo/Tanker
316304000,Training,Supply
319002500,Training,Passenger
319003200,Training,Passenger
319003700,Training,Passenger
319003900,Training,Passenger
319004500,Training,Passenger
319004700,Training,Passenger
319005900,Training,Passenger
319006100,Training,Passenger
319008500,Training,Passenger
319009400,Training,Passenger
319009900,Training,Passenger
319015800,Training,Cargo/Tanker
319021600,Training,Passenger
319028500,Training,Passenger
319029000,Training,Passenger
319029200,Training,Passenger
319030800,Training,Cargo/Tanker
319031800,Training,Passenger
319032200,Training,Passenger
319036500,Training,Passenger
319054400,Training,Passenger
319055800,Training,Passenger
319058100,Training,Passenger
319059300,Training,Passenger
319060600,Training,Supply
319060800,Training,Passenger
319062100,Training,Passenger
319062600,Training,Passenger
319063900,Training,Passenger
319064000,Training,Supply
319064900,Training,Passenger
319066100,Training,Passenger
319070200,Training,Passenger
319071700,Training,Passenger
319072200,Training,Passenger
319072400,Test,Passenger
319073900,Training,Passenger
319074400,Training,Passenger
319074500,Training,Passenger
319075200,Training,Passenger
319075600,Training,Passenger
319075900,Test,Passenger
319076300,Training,Passenger
319077200,Training,Passenger
319078700,Training,Passenger
319081500,Training,Passenger
319081700,Training,Passenger
319084100,Training,Passenger
319085700,Training,Passenger
319086600,Training,Passenger
319135000,Training,Passenger
319141000,Training,Passenger
319152000,Training,Passenger
319170000,Training,Passenger
319173000,Training,Passenger
319191000,Training,Passenger
319222000,Training,Passenger
319237000,Training,Passenger
319271000,Training,Passenger
319274000,Training,Passenger
319281000,Training,Passenger
319287000,Training,Passenger
319317000,Training,Supply
319350000,Training,Passenger
319353000,Training,Passenger
319354000,Training,Passenger
319358000,Training,Passenger
319416000,Training,Passenger
319455000,Training,Passenger
319524000,Test,Passenger
319545000,Training,Cargo/Tanker
319551000,Training,Passenger
319561000,Training,Supply
319575000,Training,Passenger
319591000,Training,Cargo/Tanker
319597000,Training,Passenger
319608000,Training,Passenger
319609000,Training,Passenger
319615000,Test,Passenger
319629000,Training,Passenger
319649000,Training,Supply
319653000,Training,Cargo/Tanker
319668000,Training,Passenger
319669000,Training,Passenger
319704000,Training,Passenger
319709000,Training,Supply
319725000,Training,Passenger
319769000,Training,Passenger
319795000,Training,Passenger
319804000,Training,Passenger
319817000,Training,Passenger
319821000,Training,Passenger
319838000,Test,Passenger
319890000,Training,Passenger
319906000,Training,Passenger
319920000,Training,Passenger
319925000,Training,Passenger
319928000,Training,Passenger
319943000,Training,Passenger
319950000,Training,Cargo/Tanker
319957000,Training,Passenger
319970000,Training,Passenger
319975000,Training,Passenger
319983000,Training,Passenger
319987000,Training,Passenger
331277000,Training,Longliner
338000000,Training,Passenger
338010000,Training,Supply
338013000,Training,Purse seine
338060008,Training,Longliner
338073000,Training,Tug
338074000,Training,Purse seine
338083000,Training,Passenger
338084000,Training,Supply
338102861,Training,Tug
338196000,Training,Supply
338250000,Training,Trawler
338296000,Test,Trawler
338298000,Training,Purse seine
338305000,Training,Tug
338334000,Training,Passenger
338341000,Test,Supply
338351000,Training,Longliner
338381000,Training,Longliner
338382000,Training,Longliner
338622000,Training,Purse seine
338673000,Training,Trawler
338757000,Training,Longliner
338793000,Training,Purse seine
338862000,Training,Tug
338873000,Training,Purse seine
339604000,Training,Passenger
339609000,Test,Passenger
339902000,Training,Passenger
345010012,Training,Tug
345010027,Training,Tug
345030043,Training,Tug
345030044,Training,Tug
345030045,Training,Tug
345030052,Training,Tug
345040700,Training,Purse seine
345050007,Training,Tug
345050008,Training,Tug
345070013,Training,Tug
345070019,Training,Tug
345070041,Training,Tug
345070095,Training,Supply
345070141,Training,Cargo/Tanker
345080010,Training,Purse seine
345080022,Training,Purse seine
345080023,Test,Purse seine
345080024,Training,Purse seine
345080025,Training,Purse seine
345080026,Training,Purse seine
345080027,Training,Purse seine
345080028,Training,Purse seine
345080029,Training,Purse seine
345080031,Training,Purse seine
345080032,Training,Purse seine
345080033,Training,Purse seine
345080035,Training,Purse seine
345080500,Training,Purse seine
345080700,Training,Purse seine
345080900,Training,Purse seine
345140009,Training,Tug
345140500,Training,Purse seine
345160004,Training,Tug
345160007,Training,Tug
345900429,Training,Purse seine
347014590,Training,Passenger
347015430,Training,Passenger
347015470,Training,Passenger
347015570,Training,Passenger
347016030,Training,Passenger
347016320,Test,Passenger
349052425,Training,Purse seine
350107000,Training,Purse seine
351029000,Training,Tug
351062000,Training,Cargo/Tanker
351104000,Training,Cargo/Tanker
351123000,Training,Cargo/Tanker
351137000,Training,Cargo/Tanker
351175000,Training,Tug
351176000,Training,Cargo/Tanker
351197000,Training,Supply
351206000,Training,Cargo/Tanker
351229000,Test,Cargo/Tanker
351241000,Training,Cargo/Tanker
351242000,Training,Supply
351271000,Training,Cargo/Tanker
351285000,Test,Cargo/Tanker
351392000,Training,Cargo/Tanker
351411000,Training,Tug
351424000,Training,Cargo/Tanker
351678000,Test,Cargo/Tanker
351696000,Training,Cargo/Tanker
351698000,Training,Cargo/Tanker
351800000,Training,Cargo/Tanker
351816000,Training,Supply
351854000,Training,Cargo/Tanker
351946000,Training,Supply
351968000,Training,Cargo/Tanker
352009000,Training,Supply
352108000,Training,Cargo/Tanker
352158000,Training,Cargo/Tanker
352205000,Training,Supply
352215000,Training,Supply
352219000,Training,Tug
352297000,Training,Cargo/Tanker
352317000,Training,Cargo/Tanker
352419000,Training,Purse seine
352448000,Training,Cargo/Tanker
352467000,Training,Cargo/Tanker
352567000,Training,Tug
352582000,Training,Cargo/Tanker
352590000,Training,Cargo/Tanker
352598000,Test,Supply
352682000,Training,Supply
352698000,Training,Cargo/Tanker
352713000,Training,Cargo/Tanker
352715000,Training,Cargo/Tanker
352853000,Training,Cargo/Tanker
352894000,Training,Purse seine
352960000,Training,Cargo/Tanker
352981000,Training,Cargo/Tanker
353038000,Training,Purse seine
353111000,Test,Cargo/Tanker
353114000,Training,Cargo/Tanker
353171000,Training,Purse seine
353199000,Training,Cargo/Tanker
353260000,Training,Cargo/Tanker
353320000,Test,Cargo/Tanker
353490000,Training,Purse seine
353512000,Training,Cargo/Tanker
353545000,Training,Supply
353548000,Training,Cargo/Tanker
353598000,Training,Supply
