mmsi,dataset,label
256765000,Training,Cargo/Tanker
256775000,Training,Cargo/Tanker
256787000,Test,Cargo/Tanker
256788000,Training,Cargo/Tanker
256798000,Training,Cargo/Tanker
256815000,Training,Cargo/Tanker
256832000,Training,Cargo/Tanker
256860000,Training,Cargo/Tanker
256887000,Training,Cargo/Tanker
256991000,Training,Cargo/Tanker
257022000,Test,Seismic
257063600,Test,Cargo/Tanker
257094000,Training,Cargo/Tanker
257149000,Training,Purse seine
257225000,Training,Longliner
257239000,Training,Seismic
257248000,Training,Trawler
257310000,Test,Cargo/Tanker
257316000,Training,Cargo/Tanker
257329800,Test,Cargo/Tanker
257343000,Training,Cargo/Tanker
257366000,Test,Cargo/Tanker
257402000,Training,Cargo/Tanker
257426000,Training,Cargo/Tanker
257429000,Training,Cargo/Tanker
257433000,Test,Cargo/Tanker
257460000,Test,Cargo/Tanker
257557000,Training,Seismic
257565000,Test,Cargo/Tanker
257613000,Training,Cargo/Tanker
257625190,Test,Passenger
257629500,Test,Purse seine
257672000,Training,Cargo/Tanker
257686000,Training,Cargo/Tanker
257717000,Training,Cargo/Tanker
257728000,Test,Seismic
257758000,Training,Cargo/Tanker
257908000,Test,Seismic
257942000,Training,Cargo/Tanker
257944490,Training,Passenger
257948000,Test,Cargo/Tanker
257983000,Training,Cargo/Tanker
258030500,Test,Cargo/Tanker
258045000,Training,Trawler
258052000,Test,Trawler
258090000,Training,Cargo/Tanker
258090570,Training,Passenger
258228000,Training,Purse seine
258232000,Training,Cargo/Tanker
258308000,Test,Seismic
258438000,Test,Seismic
258463000,Test,Cargo/Tanker
258535000,Training,Trawler
258538000,Training,Cargo/Tanker
258604000,Training,Cargo/Tanker
258715000,Test,Cargo/Tanker
258720000,Training,Cargo/Tanker
258739000,Training,Seismic
258758000,Training,Cargo/Tanker
258798000,Training,Cargo/Tanker
258822000,Test,Cargo/Tanker
258826000,Training,Seismic
258830000,Test,Seismic
258931000,Test,Cargo/Tanker
258992000,Test,Seismic
259082000,Test,Cargo/Tanker
259109000,Training,Purse seine
259131000,Training,Longliner
259180000,Training,Purse seine
259329000,Training,Longliner
259363000,Test,Longliner
259375000,Test,Purse seine
259380000,Test,Longliner
259457000,Training,Longliner
259474000,Training,Longliner
259482000,Training,Seismic
259545000,Training,Cargo/Tanker
259562000,Test,Longliner
259576000,Training,Trawler
259641000,Test,Trawler
259645000,Training,Seismic
259656000,Test,Trawler
259659000,Training,Trawler
259671000,Training,Seismic
259737000,Test,Cargo/Tanker
259759000,Training,Cargo/Tanker
259765000,Test,Seismic
259798000,Training,Seismic
259805000,Training,Cargo/Tanker
259887000,Training,Cargo/Tanker
259895000,Training,Cargo/Tanker
259948000,Test,Cargo/Tanker
261000270,Training,Cargo/Tanker
261000560,Training,Cargo/Tanker
261000630,Training,Trawler
261000660,Test,Trawler
261000700,Training,Trawler
261000720,Test,Trawler
261000830,Training,Trawler
261001310,Training,Trawler
261001400,Test,Trawler
261001410,Training,Trawler
261001540,Training,Trawler
261001660,Test,Trawler
261001870,Test,Trawler
261001880,Test,Trawler
261002100,Training,Cargo/Tanker
261002160,Test,Trawler
261002370,Training,Trawler
261002420,Test,Trawler
261002431,Training,Trawler
261002520,Test,Trawler
261002530,Test,Trawler
261002560,Training,Trawler
261002720,Test,Trawler
261002730,Test,Trawler
261003060,Test,Trawler
261003090,Training,Trawler
261003220,Training,Trawler
261003230,Training,Trawler
261003310,Training,Trawler
261003620,Test,Trawler
261003640,Test,Trawler
261003650,Training,Trawler
261003710,Training,Trawler
261003910,Test,Trawler
261003970,Training,Trawler
261003990,Test,Trawler
261004050,Test,Trawler
261004060,Test,Trawler
261004260,Training,Trawler
261004280,Test,Trawler
261004340,Training,Trawler
261004380,Test,Trawler
261004430,Test,Trawler
261004440,Training,Trawler
261004780,Training,Trawler
261004830,Training,Trawler
261004850,Training,Trawler
261004860,Training,Trawler
261004870,Training,Trawler
261004990,Training,Trawler
261005080,Training,Trawler
261005090,Training,Trawler
261005260,Test,Trawler
261005270,Test,Trawler
261005330,Test,Trawler
261005580,Test,Trawler
261005970,Training,Trawler
261006050,Training,Trawler
261006090,Test,Trawler
261006140,Test,Trawler
261006570,Training,Trawler
261006770,Training,Trawler
261006780,Training,Trawler
261006840,Test,Trawler
261006860,Training,Trawler
261006870,Training,Trawler
261006880,Test,Trawler
261006910,Test,Trawler
261006940,Test,Trawler
261007120,Training,Trawler
261007170,Training,Trawler
261007210,Test,Trawler
261007370,Training,Trawler
261007820,Test,Trawler
261007950,Test,Trawler
261008070,Test,Trawler
261009030,Training,Trawler
261009040,Test,Trawler
261009080,Training,Trawler
261010250,Training,Trawler
261010640,Test,Trawler
261010820,Training,Trawler
261010830,Training,Trawler
261010840,Training,Trawler
261011050,Training,Trawler
261011090,Training,Trawler
261011110,Test,Trawler
261011150,Training,Cargo/Tanker
261011430,Test,Trawler
261011540,Test,Trawler
261012090,Test,Trawler
261012460,Training,Trawler
261012560,Training,Trawler
261012880,Test,Trawler
261014160,Training,Trawler
261014360,Training,Trawler
261015270,Test,Trawler
261016430,Training,Trawler
261018440,Training,Trawler
261020570,Training,Trawler
261020690,Training,Trawler
261020840,Training,Trawler
261021270,Training,Trawler
261021560,Test,Passenger
261023870,Training,Trawler
261025890,Training,Trawler
261025910,Training,Trawler
261028620,Training,Trawler
261198000,Test,Cargo/Tanker
261383000,Training,Trawler
261479000,Training,Cargo/Tanker
261497000,Training,Trawler
261522000,Training,Trawler
263232000,Test,Purse seine
263235000,Training,Trawler
263236000,Training,Trawler
263237000,Test,Trawler
263266000,Training,Pots and traps
263271000,Test,Longliner
263274000,Test,Longliner
263275000,Training,Trawler
263279000,Training,Trawler
263294000,Training,Pots and traps
263302000,Training,Purse seine
263311000,Training,Purse seine
263314000,Training,Purse seine
263388000,Training,Trawler
263395000,Training,Trawler
263401250,Test,Trawler
263401270,Training,Longliner
263401680,Training,Purse seine
263401690,Training,Purse seine
263401760,Training,Trawler
263401780,Training,Purse seine
263401880,Test,Trawler
263402290,Training,Pots and traps
263402350,Training,Trawler
263402580,Training,Trawler
263402680,Training,Longliner
263402890,Training,Trawler
263404460,Training,Purse seine
263404660,Test,Purse seine
263404870,Test,Longliner
263405240,Test,Trawler
263405470,Training,Purse seine
263405570,Test,Purse seine
263406560,Training,Purse seine
263406570,Test,Trawler
263406740,Training,Trawler
263406760,Training,Purse seine
263406770,Training,Purse seine
263406940,Test,Trawler
263407240,Test,Pots and traps
263407280,Test,Purse seine
263407290,Training,Purse seine
263407340,Test,Purse seine
263407390,Test,Purse seine
263407470,Training,Trawler
263407550,Training,Trawler
263407670,Training,Purse seine
263407750,Training,Purse seine
263407860,Training,Trawler
263407870,Training,Purse seine
263408000,Test,Trawler
263408340,Test,Trawler
263408350,Test,Purse seine
263408470,Training,Trawler
263408560,Training,Purse seine
263408570,Training,Purse seine
263408670,Training,Purse seine
263409360,Training,Purse seine
263409950,Test,Trawler
263410460,Training,Purse seine
263410690,Test,Longliner
263410850,Test,Purse seine
263410880,Training,Trawler
263411260,Test,Purse seine
263411680,Training,Purse seine
263411970,Test,Purse seine
263412090,Training,Purse seine
263412470,Test,Trawler
263412840,Training,Trawler
263413350,Test,Trawler
263413870,Test,Longliner
263414760,Training,Trawler
263414960,Test,Purse seine
263414970,Training,Purse seine
263415290,Test,Longliner
263415640,Training,Trawler
263415870,Test,Purse seine
263416770,Training,Trawler
263418780,Test,Longliner
263419980,Training,Purse seine
263420240,Test,Purse seine
263420260,Test,Purse seine
263421000,Test,Trawler
263421980,Training,Purse seine
263422240,Test,Longliner
263422760,Training,Purse seine
263422770,Training,Trawler
263427750,Training,Longliner
263430540,Test,Purse seine
263432000,Training,Trawler
263433000,Test,Trawler
263435000,Training,Trawler
263439000,Test,Trawler
263442000,Test,Trawler
263447000,Training,Trawler
263450000,Test,Trawler
263451000,Test,Trawler
263462000,Training,Trawler
263470000,Training,Trawler
263474000,Training,Trawler
263477000,Test,Trawler
263482000,Training,Trawler
263486000,Training,Trawler
263500170,Training,Purse seine
263500201,Training,Purse seine
263500208,Training,Purse seine
263500212,Training,Purse seine
263500216,Test,Purse seine
263500225,Test,Purse seine
263500261,Training,Purse seine
263501000,Training,Trawler
263503000,Test,Trawler
263507000,Training,Trawler
263509000,Training,Trawler
263512000,Training,Longliner
263514000,Training,Trawler
263517000,Test,Trawler
263528000,Test,Trawler
263531000,Training,Trawler
263533000,Test,Trawler
263546000,Training,Trawler
263555000,Training,Trawler
263564000,Test,Longliner
263569000,Training,Longliner
263576000,Test,Longliner
263577000,Training,Trawler
263578000,Training,Trawler
263581000,Training,Trawler
263582000,Training,Longliner
263583000,Test,Longliner
263584000,Training,Longliner
263586000,Training,Trawler
263702340,Training,Cargo/Tanker
263757000,Test,Cargo/Tanker
263821000,Training,Longliner
263953970,Test,Passenger
265191000,Test,Cargo/Tanker
265217000,Test,Cargo/Tanker
265288000,Test,Cargo/Tanker
265327000,Training,Cargo/Tanker
265349000,Training,Trawler
265413000,Test,Cargo/Tanker
265457000,Test,Trawler
265465000,Training,Trawler
265483000,Test,Purse seine
265502370,Training,Trawler
265503070,Training,Pots and traps
265504320,Training,Trawler
265504570,Training,Cargo/Tanker
265515880,Test,Passenger
265518830,Test,Passenger
265531630,Test,Passenger
265536090,Training,Trawler
265550210,Test,Cargo/Tanker
265571280,Test,Pots and traps
265581970,Test,Cargo/Tanker
265586020,Training,Trawler
265587910,Test,Passenger
265596390,Training,Cargo/Tanker
265606310,Training,Trawler
265606860,Test,Trawler
265608620,Training,Pots and traps
265609090,Test,Cargo/Tanker
265610040,Test,Cargo/Tanker
265612240,Training,Trawler
265612260,Training,Pots and traps
265612300,Training,Cargo/Tanker
265626160,Test,Trawler
265627630,Training,Cargo/Tanker
265635420,Test,Trawler
265635620,Training,Pots and traps
265640570,Training,Pots and traps
265645290,Test,Pots and traps
265647590,Training,Passenger
265648390,Training,Trawler
265649390,Test,Cargo/Tanker
265651066,Training,Pots and traps
265660180,Training,Trawler
265666680,Training,Trawler
265674000,Test,Trawler
265676610,Test,Pots and traps
265678430,Test,Pots and traps
265681130,Training,Trawler
265686850,Test,Trawler
265687900,Training,Trawler
265688640,Training,Trawler
265695220,Training,Pots and traps
265699610,Test,Pots and traps
265703000,Training,Trawler
265704000,Training,Trawler
265708000,Test,Trawler
265708380,Training,Pots and traps
265710440,Training,Pots and traps
265716000,Test,Trawler
265718140,Training,Passenger
265718640,Training,Pots and traps
265720160,Test,Pots and traps
265722000,Test,Trawler
265724390,Training,Trawler
265730370,Training,Pots and traps
265737300,Training,Pots and traps
265741440,Test,Trawler
265745020,Test,Pots and traps
265746000,Training,Trawler
265749580,Training,Trawler
265750480,Training,Trawler
265751000,Training,Trawler
265752900,Training,Pots and traps
265753490,Training,Pots and traps
265754000,Training,Trawler
265757320,Training,Trawler
265765000,Test,Trawler
265769000,Training,Trawler
265770000,Test,Trawler
265779000,Training,Trawler
265781000,Test,Trawler
265785000,Training,Trawler
265786000,Test,Trawler
265787000,Test,Trawler
265803000,Training,Trawler
265804000,Test,Trawler
265816000,Test,Trawler
265817000,Training,Trawler
265824000,Training,Trawler
265858000,Test,Trawler
265882000,Training,Cargo/Tanker
265884000,Test,Cargo/Tanker
266011000,Training,Trawler
266045000,Training,Trawler
266048000,Training,Trawler
266050000,Test,Trawler
266052000,Training,Trawler
266053000,Test,Trawler
266054000,Test,Trawler
266055000,Training,Trawler
266057000,Training,Trawler
266059000,Test,Trawler
266062000,Test,Trawler
266064000,Test,Trawler
266065000,Training,Trawler
266066000,Test,Trawler
266068000,Training,Trawler
266076000,Training,Trawler
266077000,Training,Trawler
266081000,Training,Trawler
266082000,Test,Trawler
266083000,Test,Trawler
266085000,Training,Trawler
266086000,Training,Trawler
266088000,Test,Trawler
266091000,Training,Trawler
266095000,Training,Trawler
266097000,Training,Trawler
266099000,Test,Trawler
266101000,Training,Trawler
266128000,Training,Trawler
266136000,Training,Trawler
266137000,Training,Trawler
266139000,Training,Trawler
266142000,Training,Purse seine
266145000,Training,Trawler
266147000,Test,Trawler
266148000,Training,Trawler
266150000,Test,Trawler
266154000,Test,Trawler
266156000,Training,Trawler
266157000,Test,Trawler
266158000,Training,Trawler
266159000,Training,Trawler
266160000,Training,Trawler
266161000,Training,Trawler
266163000,Test,Trawler
266164000,Training,Trawler
266166000,Test,Trawler
266169000,Test,Trawler
266170000,Test,Trawler
266173000,Test,Trawler
266174000,Test,Trawler
266180000,Test,Trawler
266186000,Test,Trawler
266199000,Training,Trawler
266203000,Training,Cargo/Tanker
266205000,Training,Trawler
266208000,Training,Trawler
266210000,Training,Cargo/Tanker
266211000,Training,Cargo/Tanker
266212000,Test,Cargo/Tanker
266225000,Training,Cargo/Tanker
266245000,Test,Trawler
266248000,Test,Cargo/Tanker
266254000,Test,Trawler
266259000,Training,Cargo/Tanker
266260000,Training,Cargo/Tanker
266274000,Training,Trawler
266281000,Training,Cargo/Tanker
266285000,Test,Trawler
266306000,Training,Trawler
266310000,Training,Cargo/Tanker
266315000,Training,Trawler
266319000,Training,Trawler
266321000,Training,Cargo/Tanker
266326000,Test,Trawler
266332000,Test,Trawler
266338000,Training,Cargo/Tanker
266346000,Test,Trawler
266348000,Training,Trawler
266349000,Test,Trawler
266352000,Test,Trawler
266353000,Test,Trawler
266354000,Training,Trawler
266359000,Training,Trawler
266361000,Training,Trawler
266367000,Test,Trawler
266371000,Test,Trawler
266378000,Training,Trawler
266383000,Test,Trawler
266384000,Test,Trawler
266388000,Training,Trawler
266389000,Training,Trawler
266397000,Training,Trawler
266404000,Test,Trawler
266408000,Training,Trawler
266409000,Training,Trawler
266410000,Training,Trawler
266414000,Training,Trawler
266424000,Test,Trawler
266426000,Test,Trawler
266427000,Training,Trawler
266440000,Test,Purse seine
269023000,Test,Cargo/Tanker
269056415,Training,Cargo/Tanker
269056666,Test,Cargo/Tanker
269056737,Test,Cargo/Tanker
269056742,Training,Cargo/Tanker
269056766,Training,Cargo/Tanker
269056957,Test,Cargo/Tanker
269057072,Training,Cargo/Tanker
269057123,Training,Cargo/Tanker
269057129,Training,Cargo/Tanker
269057132,Training,Cargo/Tanker
269057172,Test,Cargo/Tanker
269057207,Training,Cargo/Tanker
269057208,Training,Cargo/Tanker
269057227,Training,Cargo/Tanker
269057234,Training,Cargo/Tanker
269057259,Training,Cargo/Tanker
269057261,Training,Cargo/Tanker
269057316,Training,Cargo/Tanker
269057360,Training,Cargo/Tanker
269057368,Training,Cargo/Tanker
269057378,Training,Cargo/Tanker
269057405,Training,Cargo/Tanker
269101150,Test,Passenger
269149000,Test,Cargo/Tanker
271002332,Training,Tug/Pilot/Supply
271002463,Training,Purse seine
271002721,Test,Cargo/Tanker
271008508,Training,Purse seine
271010243,Test,Tug/Pilot/Supply
271010551,Training,Tug/Pilot/Supply
271040788,Training,Tug/Pilot/Supply
271042428,Test,Cargo/Tanker
271042475,Training,Cargo/Tanker
271042548,Training,Purse seine
271043072,Training,Cargo/Tanker
271043097,Test,Cargo/Tanker
271043430,Training,Purse seine
271056004,Training,Purse seine
271056028,Training,Purse seine
271056035,Training,Purse seine
271056036,Test,Purse seine
271056043,Test,Purse seine
271056068,Training,Purse seine
271062045,Test,Purse seine
271062046,Test,Purse seine
271069010,Training,Purse seine
271069011,Test,Purse seine
271069041,Training,Purse seine
271072038,Training,Purse seine
271072045,Training,Purse seine
271072077,Training,Purse seine
271072106,Training,Purse seine
271072107,Test,Purse seine
271072121,Training,Purse seine
271072163,Test,Purse seine
271072174,Training,Purse seine
271072204,Training,Purse seine
271072214,Test,Purse seine
271072268,Test,Purse seine
271072306,Training,Purse seine
271072364,Training,Purse seine
271072372,Training,Purse seine
271072387,Training,Purse seine
271072388,Test,Purse seine
271072405,Training,Purse seine
271072449,Training,Purse seine
271072459,Test,Purse seine
271072478,Test,Purse seine
271072569,Training,Purse seine
271072583,Training,Purse seine
271072853,Training,Purse seine
271072871,Training,Purse seine
271073019,Test,Purse seine
272001800,Test,Tug/Pilot/Supply
272069600,Training,Tug/Pilot/Supply
272126200,Test,Passenger
273213010,Training,Trawler
273217010,Training,Trawler
273219500,Test,Trawler
273240400,Training,Trawler
273295700,Training,Trawler
273296700,Training,Trawler
273297800,Test,Trawler
273298800,Training,Trawler
273310630,Test,Longliner
273311340,Test,Cargo/Tanker
273313640,Test,Longliner
273315480,Training,Trawler
273315570,Training,Longliner
273317270,Training,Trawler
273318420,Training,Cargo/Tanker
273330620,Training,Cargo/Tanker
273331620,Training,Cargo/Tanker
273335320,Training,Cargo/Tanker
273339930,Training,Trawler
273341920,Test,Trawler
273347910,Training,Trawler
273348270,Test,Tug/Pilot/Supply
273349020,Training,Cargo/Tanker
273349130,Test,Trawler
273350120,Test,Trawler
273350140,Training,Seismic
273350220,Training,Cargo/Tanker
273350410,Training,Trawler
273350650,Test,Trawler
273350810,Training,Trawler
273351850,Training,Cargo/Tanker
273351970,Training,Cargo/Tanker
273352930,Training,Longliner
273354130,Training,Longliner
273354700,Test,Cargo/Tanker
273355070,Training,Trawler
273355640,Training,Cargo/Tanker
273356020,Training,Trawler
273356070,Training,Trawler
273356220,Training,Cargo/Tanker
273356760,Training,Longliner
273357170,Training,Trawler
273358330,Test,Trawler
273358610,Training,Cargo/Tanker
273359300,Training,Trawler
273359630,Training,Trawler
273359960,Test,Cargo/Tanker
273370500,Test,Cargo/Tanker
273380027,Test,Passenger
273381630,Test,Cargo/Tanker
273410900,Training,Trawler
273411800,Training,Trawler
273413910,Training,Trawler
273421260,Training,Cargo/Tanker
273423560,Test,Trawler
273423800,Test,Trawler
273425070,Test,Trawler
273426540,Test,Cargo/Tanker
273427000,Training,Trawler
273428220,Training,Trawler
273429800,Test,Trawler
273431690,Test,Longliner
273432710,Training,Cargo/Tanker
273432870,Test,Cargo/Tanker
273435020,Test,Trawler
273435850,Training,Trawler
273437550,Training,Trawler
273437810,Training,Trawler
273440840,Training,Trawler
273441620,Training,Cargo/Tanker
273445230,Test,Trawler
273445250,Training,Trawler
273445310,Training,Longliner
273447080,Training,Trawler
273447860,Training,Trawler
273448120,Test,Trawler
273448750,Training,Trawler
273449380,Test,Trawler
273449620,Test,Trawler
273450230,Training,Trawler
273450600,Test,Seismic
273452600,Test,Seismic
273453080,Training,Purse seine
273453600,Training,Seismic
273453660,Test,Cargo/Tanker
273454600,Test,Seismic
273454700,Test,Seismic
273455310,Training,Seismic
273455700,Test,Seismic
273457600,Training,Seismic
273458600,Test,Seismic
273458950,Training,Cargo/Tanker
273514800,Training,Trawler
273517500,Test,Trawler
273517900,Training,Trawler
273522400,Training,Trawler
273525900,Training,Trawler
273527500,Training,Trawler
273527800,Test,Trawler
273528800,Training,Trawler
273555500,Training,Trawler
273556500,Test,Trawler
273564500,Training,Trawler
273567010,Test,Trawler
273613100,Training,Trawler
273811060,Training,Trawler
273811100,Test,Trawler
273811300,Test,Trawler
273812510,Training,Trawler
273813300,Training,Trawler
273817400,Training,Trawler
273819100,Training,Trawler
273819700,Test,Trawler
273820420,Training,Trawler
273821000,Training,Trawler
273822400,Training,Trawler
273827000,Training,Trawler
273840800,Training,Longliner
273840900,Training,Longliner
273842020,Training,Trawler
273842800,Training,Longliner
273843810,Test,Trawler
273844100,Training,Longliner
273844910,Test,Trawler
273845500,Training,Trawler
273845610,Test,Trawler
273845700,Training,Longliner
273845910,Training,Trawler
273846010,Training,Trawler
273846610,Training,Trawler
273846700,Test,Longliner
273847400,Test,Trawler
273847700,Training,Longliner
273847900,Training,Trawler
273847910,Training,Trawler
273848100,Training,Trawler
273848210,Test,Trawler
273848700,Training,Longliner
273848710,Test,Trawler
273848910,Test,Trawler
273849520,Test,Trawler
273849700,Training,Longliner
273849910,Training,Trawler
273854000,Test,Trawler
273874000,Training,Trawler
273875100,Training,Trawler
273877500,Test,Trawler
273890100,Training,Trawler
273890710,Training,Trawler
273892110,Training,Trawler
273892610,Training,Trawler
273893400,Test,Trawler
273896000,Training,Trawler
273896100,Training,Trawler
273896300,Test,Trawler
273897500,Test,Trawler
273899000,Test,Trawler
273899100,Test,Trawler
273899600,Training,Trawler
275016000,Training,Trawler
275019000,Training,Trawler
275026000,Test,Trawler
275053000,Training,Trawler
275062000,Training,Trawler
275072000,Training,Trawler
275086000,Test,Trawler
275094000,Test,Trawler
275098000,Test,Trawler
275099000,Test,Trawler
275107000,Training,Trawler
275127000,Test,Trawler
275129000,Training,Trawler
275131000,Test,Trawler
275136000,Training,Trawler
275141000,Training,Trawler
275143000,Training,Trawler
275151000,Test,Trawler
275162000,Training,Trawler
275171000,Test,Pots and traps
275173000,Training,Trawler
275200000,Test,Trawler
275210000,Training,Trawler
275214000,Training,Trawler
275218000,Training,Trawler
275220000,Training,Trawler
275221000,Test,Trawler
275222000,Test,Trawler
275223000,Training,Trawler
275226000,Training,Trawler
275228000,Training,Trawler
275230000,Test,Trawler
275231000,Test,Trawler
275232000,Test,Trawler
275237000,Training,Trawler
275238000,Training,Trawler
275239000,Training,Trawler
275244000,Training,Trawler
275247000,Training,Trawler
275248000,Training,Trawler
275268000,Test,Trawler
275270000,Training,Trawler
275271000,Training,Trawler
275272000,Training,Trawler
275273000,Test,Trawler
275312000,Test,Trawler
275407000,Training,Trawler
275412000,Training,Trawler
275416000,Test,Trawler
275420000,Training,Trawler
275423000,Training,Trawler
275424000,Test,Trawler
275425000,Training,Trawler
275440000,Training,Trawler
275444000,Test,Pots and traps
275448000,Test,Pots and traps
275453000,Training,Pots and traps
275454000,Test,Pots and traps
275455000,Training,Pots and traps
275460000,Training,Pots and traps
275461000,Training,Pots and traps
276001830,Test,Trawler
276103000,Test,Trawler
276152000,Training,Trawler
276167000,Test,Trawler
276174000,Training,Trawler
276182000,Training,Trawler
276187000,Training,Trawler
276209000,Training,Trawler
276260000,Test,Cargo/Tanker
276276000,Test,Trawler
276282000,Training,Trawler
276297000,Training,Cargo/Tanker
276299000,Training,Trawler
276326000,Training,Trawler
276370000,Test,Trawler
276371000,Training,Trawler
276377000,Training,Trawler
276381000,Training,Trawler
276385000,Training,Trawler
276388000,Training,Trawler
276451000,Test,Trawler
276458000,Test,Trawler
276462000,Test,Cargo/Tanker
276544000,Test,Trawler
276643000,Test,Trawler
276659000,Test,Trawler
276691000,Training,Cargo/Tanker
276761000,Training,Trawler
276785000,Training,Trawler
276787000,Training,Trawler
276790000,Test,Trawler
276806000,Training,Trawler
276811000,Test,Trawler
276825000,Test,Trawler
277029000,Training,Trawler
277030000,Test,Pots and traps
277047000,Test,Trawler
277185000,Training,Trawler
277186000,Training,Trawler
277187000,Training,Trawler
277189000,Test,Trawler
277205000,Training,Trawler
277206000,Training,Trawler
277207000,Training,Trawler
277210000,Test,Trawler
277213000,Training,Trawler
277214000,Training,Trawler
277215000,Training,Trawler
277217000,Training,Trawler
277233000,Training,Trawler
277253000,Training,Trawler
277275000,Training,Trawler
277290000,Training,Trawler
277330000,Test,Trawler
277336000,Training,Trawler
277346000,Test,Trawler
277354000,Training,Trawler
277400000,Test,Cargo/Tanker
277442000,Training,Trawler
277470000,Test,Cargo/Tanker
277506000,Training,Trawler
277510000,Test,Trawler
277511000,Training,Pots and traps
277512000,Training,Pots and traps
277519000,Training,Trawler
277524000,Test,Trawler
277538000,Test,Trawler
278095000,Training,Trawler
278526000,Test,Trawler
278538000,Training,Trawler
303137000,Training,Purse seine
303267000,Test,Passenger
303294000,Test,Cargo/Tanker
303303000,Training,Trawler
303636000,Training,Trawler
303656000,Test,Cargo/Tanker
303683000,Training,Cargo/Tanker
303940000,Training,Cargo/Tanker
304010514,Training,Cargo/Tanker
304010515,Test,Cargo/Tanker
304010625,Training,Cargo/Tanker
304010909,Training,Cargo/Tanker
304010998,Test,Cargo/Tanker
304050864,Training,Cargo/Tanker
304050982,Test,Cargo/Tanker
304070935,Test,Cargo/Tanker
304070991,Training,Cargo/Tanker
304164000,Test,Cargo/Tanker
304221000,Test,Cargo/Tanker
304225000,Training,Cargo/Tanker
304267000,Training,Cargo/Tanker
304304000,Test,Cargo/Tanker
304416000,Test,Cargo/Tanker
304418000,Training,Cargo/Tanker
304579000,Training,Cargo/Tanker
304616000,Test,Cargo/Tanker
304679000,Test,Cargo/Tanker
304695000,Training,Cargo/Tanker
304696000,Test,Cargo/Tanker
304707000,Training,Cargo/Tanker
304771000,Test,Cargo/Tanker
304807000,Training,Cargo/Tanker
304816000,Training,Cargo/Tanker
304868000,Training,Cargo/Tanker
304922000,Test,Cargo/Tanker
304923000,Training,Cargo/Tanker
304944000,Training,Cargo/Tanker
304967000,Training,Cargo/Tanker
304968000,Training,Cargo/Tanker
304972000,Training,Cargo/Tanker
304977000,Test,Passenger
304988000,Test,Cargo/Tanker
305001000,Training,Cargo/Tanker
305015000,Training,Cargo/Tanker
305048000,Test,Cargo/Tanker
305063000,Training,Cargo/Tanker
305078000,Training,Cargo/Tanker
305087000,Training,Cargo/Tanker
305089000,Training,Cargo/Tanker
305097000,Training,Cargo/Tanker
305098000,Training,Cargo/Tanker
305115000,Test,Cargo/Tanker
305121000,Test,Cargo/Tanker
305134000,Test,Cargo/Tanker
305148000,Training,Cargo/Tanker
305164000,Training,Cargo/Tanker
305174000,Training,Cargo/Tanker
305223000,Training,Cargo/Tanker
305234000,Training,Cargo/Tanker
305238000,Training,Cargo/Tanker
305255000,Test,Cargo/Tanker
305259000,Test,Cargo/Tanker
305268000,Test,Cargo/Tanker
305272000,Test,Cargo/Tanker
305299000,Test,Cargo/Tanker
305346000,Test,Cargo/Tanker
305355000,Training,Cargo/Tanker
305360000,Training,Cargo/Tanker
305372000,Training,Cargo/Tanker
305384000,Training,Cargo/Tanker
305399000,Test,Cargo/Tanker
305404000,Training,Cargo/Tanker
305412000,Training,Cargo/Tanker
305414000,Training,Cargo/Tanker
305461000,Training,Cargo/Tanker
305468000,Training,Cargo/Tanker
305480000,Training,Cargo/Tanker
305506000,Test,Cargo/Tanker
305523000,Training,Cargo/Tanker
305531000,Test,Cargo/Tanker
305538000,Test,Cargo/Tanker
305558000,Training,Cargo/Tanker
305593000,Test,Cargo/Tanker
305599000,Test,Cargo/Tanker
305600000,Training,Cargo/Tanker
305614000,Training,Cargo/Tanker
305622000,Training,Cargo/Tanker
305628000,Training,Cargo/Tanker
305635000,Training,Cargo/Tanker
305643000,Training,Cargo/Tanker
305648000,Test,Cargo/Tanker
305651000,Training,Passenger
305654000,Training,Cargo/Tanker
305669000,Test,Cargo/Tanker
305685000,Training,Cargo/Tanker
305689000,Training,Cargo/Tanker
305697000,Training,Cargo/Tanker
305704000,Training,Cargo/Tanker
305707000,Training,Cargo/Tanker
305709000,Training,Cargo/Tanker
305729000,Test,Cargo/Tanker
305730000,Test,Cargo/Tanker
305735000,Training,Cargo/Tanker
305741000,Test,Cargo/Tanker
305748000,Test,Cargo/Tanker
305749000,Training,Cargo/Tanker
305752000,Test,Cargo/Tanker
305756000,Test,Cargo/Tanker
305757000,Training,Cargo/Tanker
305774000,Test,Cargo/Tanker
305775000,Test,Cargo/Tanker
305792000,Training,Cargo/Tanker
305817000,Test,Cargo/Tanker
305822000,Training,Cargo/Tanker
305838000,Training,Cargo/Tanker
305847000,Training,Cargo/Tanker
305866000,Training,Cargo/Tanker
305871000,Training,Cargo/Tanker
305875000,Test,Cargo/Tanker
305886000,Test,Cargo/Tanker
305901000,Training,Cargo/Tanker
305951000,Training,Cargo/Tanker
305973000,Training,Cargo/Tanker
306094000,Training,Purse seine
306157000,Test,Cargo/Tanker
306783000,Test,Purse seine
306814000,Test,Cargo/Tanker
308014000,Training,Seismic
308036000,Training,Seismic
308262000,Test,Cargo/Tanker
308483000,Training,Cargo/Tanker
308529000,Training,Cargo/Tanker
308654000,Test,Cargo/Tanker
