mmsi,fishing,label,sublabel,length,tonnage,list_sources
246046000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246047000,Fishing,Trawlers,,23.879999999999999,151.0,eu;itu
246052000,Fishing,Trawlers,,19.329999999999998,27.0,eu
246054000,Fishing,Trawlers,,41.990000000000002,475.0,eu
246057000,Fishing,Trawlers,,45.979999999999997,572.0,eu
246065000,Fishing,Trawlers,,42.299999999999997,221.0,eu
246068000,Fishing,Trawlers,,40.359999999999999,443.0,eu
246075000,Fishing,Trawlers,,40.0,424.0,eu
246092000,Fishing,Trawlers,,40.060000000000002,191.0,eu
246095000,Fishing,Trawlers,,18.140000000000001,34.0,eu
246101000,Fishing,Trawlers,,33.310000000000002,156.0,eu
246105000,Fishing,Trawlers,,20.41,54.0,eu
246107000,Fishing,Trawlers,,40.0,373.0,eu
246112000,Fishing,Trawlers,,21.539999999999999,47.0,eu
246135000,Fishing,Trawlers,,22.969999999999999,83.0,eu
246136000,Fishing,Trawlers,,22.050000000000001,75.0,eu
246143000,Fishing,Set gear,Pots and traps,12.5,14.0,eu
246145000,Fishing,Trawlers,,19.640000000000001,45.0,eu
246150000,Fishing,Trawlers,,22.25,75.0,eu
246155000,Fishing,Trawlers,,40.899999999999999,458.0,eu
246161000,Fishing,Trawlers,,23.969999999999999,161.0,eu
246171000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246176000,Fishing,Trawlers,,21.25,61.0,eu
246182000,Fishing,Trawlers,,20.57,62.0,eu
246183000,Fishing,Trawlers,,40.140000000000001,418.0,eu
246184000,Fishing,Trawlers,,23.920000000000002,86.0,eu
246189000,Fishing,Trawlers,,23.120000000000001,65.0,eu;itu
246190000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246195000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246202000,Fishing,Trawlers,,41.109999999999999,253.0,eu
246204000,Fishing,Trawlers,,40.899999999999999,460.0,eu
246206000,Fishing,Trawlers,,23.5,75.0,eu
246209000,Fishing,Trawlers,,40.149999999999999,283.0,eu
246214000,Fishing,Trawlers,,41.049999999999997,484.0,eu
246222000,Fishing,Trawlers,,41.990000000000002,489.0,eu
246225000,Fishing,Trawlers,,41.049999999999997,484.0,eu
246226000,Fishing,Trawlers,,19.989999999999998,67.0,eu
246230000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246233000,Fishing,Trawlers,,26.989999999999998,215.0,eu
246238000,Fishing,Trawlers,,19.030000000000001,38.0,eu
246242000,Non-fishing,Tug/Pilot/Supply,Pilot,,,five24
246250000,Fishing,Trawlers,,41.590000000000003,471.0,eu
246255000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246256000,Fishing,Trawlers,,39.32,193.0,eu
246269000,Fishing,Trawlers,,23.199999999999999,68.0,eu
246271000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246273000,Fishing,Trawlers,,23.969999999999999,151.0,eu
246274000,Fishing,Trawlers,,126.22,7053.0,clav;eu
246296000,Fishing,Trawlers,,36.359999999999999,205.0,eu
246299000,Fishing,Trawlers,,20.800000000000001,36.0,eu
246314000,Fishing,,,19.859999999999999,28.0,eu
246327000,Fishing,Trawlers,,23.93,130.0,eu
246338000,Fishing,Trawlers,,20.5,40.0,eu
246339000,Fishing,Trawlers,,40.189999999999998,236.0,eu
246345000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246346000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246355000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246361000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246364000,Fishing,Trawlers,,33.780000000000001,254.0,eu
246372000,Fishing,,,21.949999999999999,96.0,eu
246378000,Fishing,Trawlers,,40.140000000000001,236.0,eu
246386000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246392000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246414000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246417000,Fishing,Trawlers,,35.979999999999997,170.0,eu
246419000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246426000,Fishing,Trawlers,,33.979999999999997,155.0,eu;itu
246428000,Non-fishing,Reefer,,,,kristina;reefer
246429000,Fishing,Trawlers,,142.5,9494.0,clav;eu
246431000,Fishing,Trawlers,,36.979999999999997,178.0,eu
246436000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246437000,Fishing,Trawlers,,35.170000000000002,197.0,eu
246439000,Fishing,Trawlers,,32.200000000000003,156.0,eu
246443000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246454000,Non-fishing,Seismic vessel,,,,seismic
246459000,Fishing,Trawlers,,24.890000000000001,88.0,eu
246464000,Fishing,Trawlers,,41.25,491.0,eu
246485000,Fishing,Trawlers,,42.210000000000001,494.0,eu
246489000,Fishing,Trawlers,,22.969999999999999,83.0,eu
246492000,Fishing,Trawlers,,20.960000000000001,82.0,eu
246503000,Fishing,Trawlers,,24.66,63.0,eu
246504000,Fishing,Trawlers,,22.800000000000001,192.0,eu
246511000,Fishing,Trawlers,,40.719999999999999,448.0,eu
246516000,Fishing,Trawlers,,33.770000000000003,155.0,eu
246530000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246545000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246557000,Fishing,Trawlers,,28.300000000000001,296.0,eu
246570000,Fishing,,,23.899999999999999,106.0,eu
246579000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
246592000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246614000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246619000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246620000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246650000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
246661000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246722000,Fishing,,,7.1500000000000004,1.0,eu
246725000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
246733000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246742000,Fishing,Trawlers,,34.299999999999997,310.0,eu
246749000,Fishing,Trawlers,,28.5,339.0,eu
246767000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246771000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246784000,Fishing,Trawlers,,26.640000000000001,178.0,eu
246833000,Fishing,Trawlers,,31.649999999999999,174.0,eu
246863000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
246884000,Fishing,Trawlers,,29.699999999999999,101.0,eu
247002000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247002200,Non-fishing,Cargo/Tanker,Cargo,,,kristina
247003000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247005000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247006000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247007000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247012900,Non-fishing,Cargo/Tanker,Cargo,,,kristina
247028700,Non-fishing,Seismic vessel,,,,seismic
247030160,Fishing,,,16.600000000000001,22.0,eu
247030180,Fishing,Trawlers,,16.600000000000001,26.0,eu
247030200,Non-fishing,Passenger,,,,alex
247030330,Fishing,Trawlers,,17.68,34.0,eu
247030470,Fishing,Trawlers,,15.800000000000001,18.0,eu
247030610,Fishing,Trawlers,,15.66,18.0,eu
247030620,Fishing,,,16.399999999999999,29.0,eu
247030820,Fishing,,,18.399999999999999,39.0,eu
247030840,Fishing,,,16.5,29.0,eu
247030890,Fishing,,,14.83,24.0,eu
247030920,Fishing,,,15.550000000000001,23.0,eu
247041390,Fishing,Purse seines,,18.059999999999999,34.0,eu
247041430,Fishing,Trawlers,,22.02,63.0,eu
247041470,Fishing,Trawlers,,22.300000000000001,82.0,eu
247041590,Fishing,Trawlers,,13.859999999999999,18.0,eu
247042200,Fishing,Trawlers,,30.18,197.0,eu;itu
247042400,Non-fishing,Passenger,,,,five24
247042520,Fishing,Trawlers,,17.780000000000001,39.0,eu
247042630,Fishing,Trawlers,,15.41,30.0,eu
247042850,Fishing,Trawlers,,16.25,27.0,eu
247044750,Fishing,Trawlers,,15.84,50.0,eu
247044790,Fishing,,,15.33,22.0,eu
247044870,Fishing,Purse seines,,18.600000000000001,50.0,eu
247044920,Fishing,,,16.449999999999999,20.0,eu
247044970,Fishing,Trawlers,,14.960000000000001,25.0,eu
247044980,Fishing,,,15.02,25.0,eu
247045140,Fishing,Trawlers,,17.280000000000001,29.0,eu
247045160,Fishing,Trawlers,,18.140000000000001,29.0,eu
247045180,Fishing,,,17.050000000000001,21.0,eu
247045770,Fishing,,,16.800000000000001,26.0,eu
247047710,Fishing,Trawlers,,17.149999999999999,36.0,eu
247048200,Fishing,,,,,itu
247048870,Fishing,,,20.75,40.0,eu
247048880,Fishing,Trawlers,,22.23,57.0,eu
247048960,Fishing,,,18.449999999999999,28.0,eu
247048990,Fishing,Trawlers,,20.550000000000001,65.0,eu
247049190,Fishing,Trawlers,,20.399999999999999,41.0,eu
247049210,Fishing,Trawlers,,18.43,49.0,eu
247049260,Fishing,Purse seines,,27.109999999999999,87.0,eu
247049430,Fishing,,,16.100000000000001,20.0,eu
247049440,Fishing,,,16.899999999999999,16.0,eu
247049490,Fishing,,,17.300000000000001,22.0,eu
247050110,Fishing,Trawlers,,17.800000000000001,31.0,eu
247050170,Fishing,Trawlers,,24.800000000000001,166.0,eu
247050180,Fishing,Trawlers,,16.600000000000001,33.0,eu
247050190,Non-fishing,Passenger,Sailing,,,five24
247050220,Fishing,Trawlers,,20.449999999999999,72.0,eu
247050230,Fishing,,,18.07,43.0,eu
247050440,Fishing,Trawlers,,21.98,69.0,eu
247050450,Fishing,Trawlers,,20.899999999999999,64.0,eu
247050480,Fishing,Trawlers,,20.23,51.0,eu
247050620,Fishing,,,22.989999999999998,92.0,eu
247050630,Fishing,Trawlers,,22.0,66.0,eu
247050640,Fishing,,,23.059999999999999,66.0,eu
247050740,Fishing,,,16.600000000000001,49.0,eu
247050760,Fishing,Trawlers,,21.760000000000002,90.0,eu
247050790,Fishing,Trawlers,,24.84,208.0,clav;eu
247050810,Fishing,,,23.079999999999998,92.0,eu
247050830,Fishing,,,18.359999999999999,65.0,eu
247050890,Fishing,,,15.27,22.0,eu
247050940,Fishing,,,16.399999999999999,35.0,eu
247050950,Fishing,,,16.120000000000001,30.0,eu
247050970,Fishing,Trawlers,,15.51,71.0,eu
247050980,Fishing,,,15.51,71.0,eu
247050990,Fishing,Trawlers,,16.600000000000001,29.0,eu
247051020,Fishing,,,16.449999999999999,35.0,eu
247051030,Fishing,,,18.739999999999998,39.0,eu
247051040,Fishing,,,16.859999999999999,23.0,eu
247051080,Fishing,,,15.609999999999999,28.0,eu
247051150,Fishing,,,16.550000000000001,25.0,eu
247051190,Fishing,,,16.649999999999999,33.0,eu
247051210,Fishing,Trawlers,,17.059999999999999,39.0,eu
247051220,Fishing,Trawlers,,16.690000000000001,42.0,eu
247051230,Fishing,Trawlers,,16.690000000000001,43.0,eu
247051240,Fishing,,,16.690000000000001,43.0,eu
247051410,Fishing,Trawlers,,24.84,208.0,clav;eu
247051450,Fishing,,,16.98,38.0,eu
247051550,Fishing,Trawlers,,26.739999999999998,111.0,clav;eu
247051560,Fishing,Trawlers,,21.25,73.0,eu
247051730,Fishing,Trawlers,,20.239999999999998,55.0,eu
247051740,Fishing,Trawlers,,23.559999999999999,87.0,eu
247051770,Fishing,Trawlers,,23.920000000000002,99.0,eu
247051820,Fishing,Trawlers,,23.050000000000001,83.0,eu
247051830,Fishing,Trawlers,,26.800000000000001,133.0,clav;eu
247051840,Fishing,,,24.690000000000001,99.0,clav;eu
247051860,Fishing,Trawlers,,25.5,105.0,eu
247051910,Fishing,Trawlers,,20.34,72.0,eu
247051920,Fishing,Trawlers,,26.5,101.0,clav;eu
247051930,Fishing,,,20.98,98.0,eu
247051950,Fishing,Trawlers,,26.260000000000002,110.0,eu
247051980,Fishing,Trawlers,,27.449999999999999,136.0,clav;eu
247052110,Fishing,Trawlers,,15.050000000000001,18.0,eu
247052330,Fishing,Trawlers,,19.239999999999998,50.0,eu
247052380,Fishing,Trawlers,,15.539999999999999,20.0,eu
247052440,Fishing,Trawlers,,19.16,84.0,eu
247052530,Fishing,,,16.879999999999999,38.0,eu
247052550,Fishing,Trawlers,,21.25,73.0,eu
247052570,Fishing,Trawlers,,22.5,71.0,eu
247052590,Fishing,Trawlers,,21.059999999999999,70.0,eu
247052680,Fishing,Trawlers,,22.739999999999998,72.0,eu
247052710,Fishing,Trawlers,,23.620000000000001,150.0,eu
247052760,Fishing,Trawlers,,23.620000000000001,103.0,eu
247052930,Fishing,Trawlers,,26.850000000000001,134.0,clav;eu
247053040,Fishing,Trawlers,,22.280000000000001,75.0,eu
247053060,Fishing,Trawlers,,16.27,30.0,eu
247053120,Fishing,Trawlers,,24.27,95.0,clav;eu
247053160,Fishing,,,18.739999999999998,39.0,eu
247053370,Fishing,Trawlers,,17.800000000000001,39.0,eu
247053420,Fishing,Trawlers,,24.170000000000002,81.0,clav
247053530,Fishing,Trawlers,,21.969999999999999,70.0,eu
247053540,Fishing,Trawlers,,21.0,58.0,eu
247053550,Fishing,,,14.98,33.0,eu
247053580,Fishing,,,19.59,59.0,eu
247053620,Fishing,Trawlers,,24.32,124.0,clav;eu
247053680,Fishing,Trawlers,,16.100000000000001,55.0,eu
247053710,Fishing,Trawlers,,16.550000000000001,33.0,eu
247053720,Fishing,Trawlers,,16.600000000000001,33.0,eu
247053780,Fishing,Trawlers,,16.050000000000001,25.0,eu
247053790,Fishing,Trawlers,,16.379999999999999,33.0,eu
247053820,Fishing,Trawlers,,18.350000000000001,43.0,eu
247053910,Fishing,,,18.390000000000001,47.0,eu
247053950,Fishing,,,16.07,26.0,eu
247054010,Fishing,Trawlers,,22.109999999999999,67.0,eu
247054030,Fishing,Trawlers,,16.899999999999999,25.0,eu
247054040,Fishing,Trawlers,,16.899999999999999,25.0,eu
247054080,Fishing,Trawlers,,17.399999999999999,28.0,eu
247054090,Fishing,,,16.899999999999999,25.0,eu
247054120,Fishing,Trawlers,,17.800000000000001,28.0,eu
247054130,Fishing,,,16.800000000000001,29.0,eu
247054170,Fishing,,,17.100000000000001,36.0,eu
247054440,Fishing,,,18.23,43.0,eu
247054450,Fishing,,,17.800000000000001,28.0,eu
247054650,Fishing,,,22.93,95.0,eu
247054740,Fishing,Trawlers,,27.199999999999999,119.0,eu
247054750,Fishing,Trawlers,,27.199999999999999,119.0,eu
247055020,Fishing,Trawlers,,17.800000000000001,31.0,eu
247055030,Fishing,Trawlers,,16.460000000000001,30.0,eu
247055400,Fishing,Trawlers,,43.850000000000001,665.0,clav;eu
247055540,Fishing,Trawlers,,15.92,31.0,eu
247055570,Fishing,Trawlers,,17.469999999999999,33.0,eu
247056610,Fishing,Trawlers,,14.74,11.0,eu
247056620,Fishing,Trawlers,,14.74,11.0,eu
247058200,Fishing,Trawlers,,30.18,197.0,eu;itu
247059800,Fishing,Trawlers,,43.850000000000001,665.0,clav;eu
247060770,Fishing,Trawlers,,15.550000000000001,24.0,eu
247061610,Fishing,Trawlers,,26.280000000000001,91.0,clav;eu
247061650,Fishing,Trawlers,,20.02,39.0,eu
247061680,Fishing,Trawlers,,18.68,39.0,eu
247061690,Fishing,,,21.440000000000001,45.0,eu
247061710,Fishing,,,19.899999999999999,51.0,eu
247061720,Fishing,Trawlers,,19.600000000000001,43.0,eu
247061730,Fishing,,,21.93,50.0,eu
247061750,Fishing,Trawlers,,19.899999999999999,50.0,eu
247062140,Fishing,Trawlers,,19.960000000000001,91.0,eu
247063180,Fishing,Trawlers,,15.08,36.0,eu
247063240,Fishing,Trawlers,,19.489999999999998,51.0,eu
247063270,Fishing,Trawlers,,18.09,38.0,eu
247063280,Fishing,Trawlers,,19.010000000000002,41.0,eu
247063310,Fishing,Trawlers,,15.880000000000001,30.0,eu
247063430,Fishing,Trawlers,,16.75,32.0,eu
247063450,Fishing,Trawlers,,21.420000000000002,47.0,eu
247063630,Fishing,,,18.800000000000001,32.0,eu
247064470,Fishing,Trawlers,,16.309999999999999,27.0,eu
247064760,Fishing,,,28.039999999999999,105.0,clav;eu
247064930,Fishing,,,18.699999999999999,38.0,eu
247065200,Fishing,,,,,itu
247065440,Fishing,Trawlers,,19.48,47.0,eu
247065580,Fishing,,,27.120000000000001,75.0,eu
247065610,Fishing,,,25.899999999999999,80.0,clav;eu
247065640,Fishing,Trawlers,,23.920000000000002,72.0,eu
247065650,Fishing,Trawlers,,20.25,39.0,eu
247065670,Fishing,Trawlers,,21.359999999999999,46.0,eu
247065680,Fishing,,,22.510000000000002,62.0,eu
247065690,Fishing,Trawlers,,18.440000000000001,39.0,eu
247065710,Fishing,Trawlers,,22.239999999999998,56.0,eu
247065720,Fishing,,,22.780000000000001,73.0,eu
247065740,Fishing,,,16.25,27.0,eu
247065750,Fishing,Trawlers,,18.699999999999999,41.0,eu
247065940,Fishing,,,14.699999999999999,16.0,eu
247066180,Fishing,Trawlers,,24.75,86.0,eu
247066220,Fishing,,,16.93,32.0,eu
247066860,Fishing,,,20.600000000000001,64.0,eu
247066930,Fishing,Trawlers,,17.699999999999999,26.0,eu
247067010,Fishing,Trawlers,,19.800000000000001,51.0,eu
247067620,Fishing,Trawlers,,23.399999999999999,62.0,eu
247067730,Fishing,Purse seines,,24.170000000000002,64.0,eu
247068070,Fishing,,,22.620000000000001,59.0,eu
247068080,Fishing,Trawlers,,22.75,59.0,eu
247068110,Fishing,,,22.34,67.0,clav;eu
247068130,Fishing,,,22.260000000000002,53.0,eu
247069490,Fishing,,,14.65,20.0,eu
247069980,Fishing,,,16.280000000000001,20.0,eu
247070230,Fishing,Trawlers,,21.670000000000002,75.0,eu
247070360,Fishing,Set gear,Set gillnets,16.780000000000001,31.0,eu
247070530,Fishing,Trawlers,,22.559999999999999,92.0,eu
247070540,Fishing,Trawlers,,21.0,67.0,eu
247070590,Fishing,Trawlers,,17.449999999999999,22.0,eu
247070600,Fishing,Trawlers,,35.600000000000001,365.0,clav
247070640,Fishing,,,19.940000000000001,63.0,eu
247070650,Fishing,Trawlers,,17.600000000000001,39.0,eu
247070660,Fishing,Trawlers,,22.5,78.0,eu
247070670,Fishing,Trawlers,,24.0,98.0,clav;eu
247070700,Fishing,Trawlers,,35.600000000000001,365.0,clav
247070710,Fishing,Trawlers,,21.719999999999999,70.0,eu
247070730,Fishing,Trawlers,,23.199999999999999,91.0,eu
247070740,Fishing,Trawlers,,23.059999999999999,83.0,eu
247070780,Fishing,Trawlers,,17.739999999999998,39.0,eu
247070790,Fishing,Trawlers,,20.469999999999999,40.0,eu
247070800,Non-fishing,Passenger,,,,alex
247070830,Fishing,Purse seines,,26.219999999999999,77.0,eu
247070840,Fishing,,,23.0,86.0,eu
247070850,Fishing,Trawlers,,25.100000000000001,121.0,clav;eu
247070880,Fishing,,,22.32,70.0,eu
247070890,Fishing,Trawlers,,19.800000000000001,68.0,eu
247070960,Fishing,Trawlers,,23.02,122.0,eu
247070970,Fishing,Trawlers,,26.68,124.0,clav;eu
247070990,Fishing,Trawlers,,24.809999999999999,88.0,eu
247071010,Fishing,Trawlers,,22.0,71.0,eu
247071020,Fishing,Trawlers,,19.079999999999998,51.0,eu
247071030,Fishing,Trawlers,,24.640000000000001,83.0,eu
247071040,Fishing,Trawlers,,22.82,129.0,clav;eu
247071050,Fishing,Trawlers,,24.300000000000001,98.0,clav;eu
247071060,Fishing,Trawlers,,24.699999999999999,110.0,clav;eu
247071120,Fishing,Trawlers,,17.100000000000001,33.0,eu
247071170,Fishing,,,15.24,34.0,eu
247071380,Fishing,,,19.850000000000001,59.0,eu
247071420,Fishing,,,16.809999999999999,44.0,eu
247071890,Fishing,Trawlers,,23.93,96.0,eu
247071910,Fishing,,,17.800000000000001,41.0,eu
247071930,Fishing,Trawlers,,26.449999999999999,125.0,clav;eu
247071940,Fishing,,,23.77,121.0,eu
247071970,Fishing,,,18.719999999999999,41.0,eu
247072380,Fishing,Trawlers,,18.32,39.0,eu
247072680,Fishing,Trawlers,,17.149999999999999,43.0,eu
247072720,Fishing,Trawlers,,15.720000000000001,29.0,eu
247072740,Fishing,,,22.300000000000001,54.0,eu
247072770,Fishing,,,17.800000000000001,39.0,eu
247072810,Fishing,Trawlers,,20.510000000000002,62.0,eu
247072820,Fishing,Trawlers,,15.699999999999999,22.0,eu
247072840,Fishing,Trawlers,,20.050000000000001,40.0,eu
247072850,Fishing,,,17.27,38.0,eu
247073060,Fishing,Trawlers,,15.91,34.0,eu
247073090,Fishing,Trawlers,,15.74,34.0,eu
247073510,Fishing,Trawlers,,23.420000000000002,89.0,eu
247073550,Fishing,,,22.640000000000001,59.0,eu
247073570,Fishing,,,17.5,27.0,eu
247074210,Fishing,,,16.120000000000001,30.0,eu
247074260,Fishing,,,15.029999999999999,12.0,eu
247074420,Fishing,Trawlers,,20.170000000000002,96.0,eu
247074630,Fishing,,,21.239999999999998,71.0,eu
247074640,Fishing,,,21.359999999999999,64.0,eu
247074670,Fishing,Trawlers,,25.18,114.0,clav;eu
247074680,Fishing,Trawlers,,25.18,114.0,eu
247074840,Fishing,Trawlers,,16.850000000000001,41.0,eu
247075010,Fishing,Trawlers,,29.300000000000001,168.0,clav;eu
247075870,Fishing,Trawlers,,15.6,22.0,eu
247076010,Fishing,,,16.120000000000001,33.0,eu
247076150,Fishing,,,15.539999999999999,31.0,eu
247076320,Fishing,,,18.809999999999999,47.0,eu
247076460,Fishing,,,17.010000000000002,34.0,eu
247076620,Fishing,Trawlers,,24.120000000000001,88.0,eu
247076860,Fishing,Trawlers,,17.899999999999999,50.0,eu
247077190,Fishing,Trawlers,,21.25,59.0,eu
247077280,Fishing,Trawlers,,15.85,34.0,eu
247077500,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
247077970,Fishing,Trawlers,,16.949999999999999,38.0,eu
247079050,Fishing,,,16.399999999999999,24.0,eu
247079100,Non-fishing,Passenger,,,,five24
247080210,Fishing,Trawlers,,21.75,70.0,eu
247080240,Fishing,Trawlers,,18.0,61.0,eu
247080270,Fishing,Trawlers,,21.309999999999999,65.0,eu
247080290,Fishing,Trawlers,,21.199999999999999,69.0,eu
247080330,Fishing,,,19.59,46.0,eu
247080360,Fishing,Set gear,,7.9000000000000004,3.0,eu
247080410,Fishing,Trawlers,,15.83,32.0,eu
247080420,Fishing,Trawlers,,19.510000000000002,72.0,eu
247080530,Fishing,Trawlers,,21.0,60.0,eu
247080550,Fishing,,,18.280000000000001,56.0,eu
247080650,Fishing,Trawlers,,20.539999999999999,95.0,eu
247080670,Fishing,Trawlers,,23.489999999999998,117.0,eu
247080750,Fishing,Trawlers,,18.899999999999999,76.0,eu
247080770,Fishing,Trawlers,,19.899999999999999,61.0,eu
247080780,Fishing,,,18.719999999999999,40.0,eu
247080810,Fishing,Trawlers,,19.100000000000001,51.0,eu
247080820,Fishing,Trawlers,,18.390000000000001,55.0,eu
247080840,Fishing,Trawlers,,19.550000000000001,54.0,eu
247080850,Fishing,Trawlers,,18.469999999999999,42.0,eu
247080890,Fishing,Trawlers,,17.300000000000001,36.0,eu
247080910,Fishing,Trawlers,,21.300000000000001,62.0,eu
247080920,Fishing,,,21.879999999999999,67.0,eu
247080960,Fishing,Trawlers,,19.649999999999999,76.0,eu
247080970,Fishing,Trawlers,,16.98,34.0,eu
247081050,Fishing,Trawlers,,19.100000000000001,82.0,eu
247081060,Fishing,Trawlers,,24.469999999999999,134.0,clav;eu
247081090,Fishing,Trawlers,,21.0,35.0,eu
247081150,Fishing,,,22.800000000000001,101.0,eu
247081170,Fishing,Trawlers,,20.100000000000001,71.0,eu
247081180,Fishing,Trawlers,,17.940000000000001,38.0,eu
247081190,Fishing,Trawlers,,22.399999999999999,78.0,eu
247081220,Fishing,Trawlers,,22.100000000000001,85.0,eu
247081230,Fishing,Trawlers,,20.199999999999999,41.0,eu
247081240,Fishing,Trawlers,,22.199999999999999,79.0,eu
247081250,Fishing,Trawlers,,16.300000000000001,30.0,eu
247081260,Fishing,Trawlers,,17.949999999999999,44.0,eu
247081270,Fishing,Trawlers,,21.960000000000001,58.0,eu
247081290,Fishing,Trawlers,,18.73,40.0,eu
247081340,Fishing,,,19.449999999999999,60.0,eu
247081370,Fishing,Trawlers,,23.300000000000001,86.0,eu
247081380,Fishing,Trawlers,,20.899999999999999,75.0,eu
247081390,Fishing,Trawlers,,19.050000000000001,78.0,eu
247081430,Fishing,Trawlers,,18.449999999999999,33.0,eu
247081440,Fishing,Trawlers,,19.27,53.0,eu
247081470,Fishing,Trawlers,,18.469999999999999,27.0,eu
247081490,Fishing,Trawlers,,18.059999999999999,40.0,eu
247081510,Fishing,Trawlers,,22.25,90.0,eu
247081520,Fishing,,,16.800000000000001,28.0,eu
247081540,Fishing,Trawlers,,23.800000000000001,93.0,eu
247081550,Fishing,Trawlers,,23.899999999999999,87.0,eu
247081560,Fishing,Trawlers,,18.600000000000001,46.0,eu
247081570,Fishing,Trawlers,,21.48,73.0,eu
247081580,Fishing,,,18.699999999999999,28.0,eu
247081590,Fishing,Trawlers,,20.699999999999999,78.0,eu
247081610,Fishing,Trawlers,,21.399999999999999,76.0,eu
247081650,Fishing,Trawlers,,27.0,139.0,clav;eu
247081660,Fishing,Set gear,,18.0,38.0,eu
247081670,Fishing,Trawlers,,19.440000000000001,60.0,eu
247081680,Fishing,Trawlers,,16.960000000000001,59.0,eu
247081690,Fishing,Trawlers,,20.149999999999999,101.0,eu
247081710,Fishing,Trawlers,,21.949999999999999,58.0,eu
247081720,Fishing,Trawlers,,17.25,55.0,eu
247081730,Fishing,,,8.9299999999999997,4.0,eu
247081740,Fishing,Trawlers,,19.23,82.0,eu
247081850,Fishing,Trawlers,,20.550000000000001,95.0,eu
247081890,Fishing,Trawlers,,25.27,117.0,eu
247081930,Fishing,Trawlers,,24.16,91.0,eu
247081990,Fishing,Trawlers,,16.0,30.0,eu
247082030,Fishing,Trawlers,,23.280000000000001,86.0,eu
247082060,Fishing,Trawlers,,15.880000000000001,19.0,eu
247082090,Fishing,Trawlers,,15.9,23.0,eu
247082290,Fishing,Trawlers,,26.800000000000001,130.0,clav;eu
247082320,Fishing,,,24.620000000000001,106.0,eu
247082420,Fishing,,,15.5,21.0,eu
247082520,Fishing,Trawlers,,27.0,114.0,clav;eu
247082560,Fishing,Trawlers,,27.199999999999999,120.0,clav;eu
247082580,Fishing,Trawlers,,27.199999999999999,120.0,clav
247082740,Fishing,,,15.93,8.0,eu
247082820,Fishing,Trawlers,,23.039999999999999,82.0,eu
247082830,Fishing,,,25.989999999999998,188.0,eu
247082840,Fishing,,,15.699999999999999,21.0,eu
247083060,Fishing,,,21.449999999999999,82.0,eu
247083070,Fishing,Trawlers,,25.600000000000001,118.0,clav;eu
247083140,Fishing,Trawlers,,22.899999999999999,78.0,eu
247083150,Fishing,Trawlers,,22.800000000000001,80.0,eu
247083170,Fishing,Trawlers,,21.5,64.0,eu
247083180,Fishing,Trawlers,,18.359999999999999,47.0,eu
247083190,Fishing,Trawlers,,22.699999999999999,64.0,eu
247083210,Fishing,Trawlers,,26.75,141.0,clav
247083220,Fishing,Trawlers,,23.899999999999999,76.0,eu
247083230,Fishing,Trawlers,,20.149999999999999,75.0,eu
247083240,Fishing,Trawlers,,22.800000000000001,91.0,eu
247083250,Fishing,Trawlers,,22.0,68.0,eu
247083260,Fishing,Trawlers,,25.300000000000001,131.0,clav;eu
247083280,Fishing,Trawlers,,20.93,56.0,eu
247083320,Fishing,Trawlers,,27.02,151.0,clav;eu
247083350,Fishing,Trawlers,,24.260000000000002,158.0,eu
