mmsi,is_fishing,label,sublabel,length,tonnage,country
257165440,Fishing,,,,,
257165720,Fishing,,,,,
257165740,Fishing,,,,,
257165920,Fishing,,,,,NOR
257166000,Fishing,,,,811.0,NOR
257166020,Fishing,,,,,
257166140,Fishing,,,,,
257166220,Fishing,,,,23.0,NOR
257166400,Fishing,,,,336.0,NOR
257166440,Fishing,,,,,
257166500,Fishing,,,,,
257166520,Fishing,,,,4.0,
257166620,Fishing,,,,,
257166640,Fishing,,,,,
257166740,Fishing,,,,,
257166920,Fishing,,,,10.0,NOR
257167020,Fishing,,,,24.0,NOR
257167220,Fishing,,,,,NOR
257167320,Fishing,,,,15.0,NOR
257167440,Fishing,,,,,
257167540,Fishing,,,,24.0,NOR
257167600,Fishing,,,,7.0,
257167740,Fishing,,,,,
257167800,Fishing,,,,,NOR
257167840,Fishing,,,,,
257167940,Fishing,,,,,
257168040,Fishing,,,,,NOR
257168140,Fishing,,,,,
257168240,Fishing,,,,,NOR
257168420,Fishing,,,,,
257168520,Fishing,,,,,
257168540,Fishing,,,,,
257168620,Fishing,,,,,
257168640,Fishing,,,,,
257168800,Fishing,,,,,NOR
257168820,Fishing,,,,,
257168840,Fishing,,,,20.0,
257168900,Fishing,,,,,
257168940,Fishing,,,,,
257169040,Fishing,,,,,
257169140,Fishing,,,,,NOR
257169320,Fishing,,,,,NOR
257169420,Fishing,,,,,NOR
257169500,Fishing,,,,,
257169540,Fishing,,,,,
257169620,Fishing,,,,,NOR
257169740,Fishing,,,,,
257169800,Fishing,,,,8.0,
257169820,Fishing,,,,21.0,NOR
257169840,Fishing,,,,,
257169920,Fishing,,,,,NOR
257169940,Fishing,,,,,
257170040,Fishing,,,,,
257170140,Fishing,,,,,
257170240,Fishing,,,,,
257170320,Fishing,,,,,NOR
257170340,Fishing,,,,,NOR
257170620,Fishing,,,,,
257170640,Fishing,,,,,
257170720,Fishing,,,,,NOR
257170740,Fishing,,,,,
257170820,Fishing,,,,,NOR
257170840,Fishing,,,,,
257170940,Fishing,,,,24.0,NOR
257171020,Fishing,,,,,NOR
257171120,Fishing,,,,,
257171140,Fishing,,,,,
257171220,Fishing,,,,,NOR
257171240,Fishing,,,,,
257171320,Fishing,,,,,
257171420,Fishing,,,,,
257171440,Fishing,,,,,
257171620,Fishing,,,,,NOR
257171720,Fishing,,,,,
257171740,Fishing,,,,,
257171940,Fishing,,,,,NOR
257172040,Fishing,,,,11.0,
257172120,Fishing,,,,,
257172140,Fishing,,,,,NOR
257172240,Fishing,,,,3.0,
257172340,Fishing,,,,,
257172420,Fishing,,,,,
257172440,Fishing,,,,20.0,NOR
257172500,Fishing,,,,,NOR
257172520,Fishing,,,,,
257172540,Fishing,,,,,
257172600,Fishing,,,,,NOR
257172640,Fishing,,,,,
257172720,Fishing,,,,,NOR
257172740,Fishing,,,,12.0,NOR
257172820,Fishing,,,,,NOR
257172920,Fishing,,,,,NOR
257173500,Fishing,,,,,NOR
257173620,Fishing,,,,,NOR
257174140,Fishing,,,,,NOR
257174220,Fishing,,,,,NOR
257174420,Fishing,,,,,NOR
257174440,Fishing,,,,,NOR
257174540,Fishing,,,,,NOR
257175020,Fishing,,,,,NOR
257175040,Fishing,,,,,NOR
257175220,Fishing,,,,,NOR
257175320,Fishing,,,,,NOR
257175420,Fishing,,,,,NOR
257175440,Fishing,,,,,NOR
257175820,Fishing,,,,,NOR
257176320,Fishing,,,,,NOR
257176540,Fishing,,,,,NOR
257176620,Fishing,,,,,NOR
257176640,Fishing,,,,,NOR
257176720,Fishing,,,,,
257177000,Fishing,,,,932.0,NOR
257177020,Fishing,,,,38.0,
257177040,Fishing,,,,10.0,NOR
257177120,Fishing,,,,41.0,NOR
257177140,Fishing,,,,,
257177240,Fishing,,,,,
257177340,Fishing,,,,,NOR
257177500,Fishing,,,,,NOR
257177540,Fishing,,,,,
257177640,Fishing,,,,,
257177740,Fishing,,,,,
257177820,Fishing,,,,25.0,
257177840,Fishing,,,,,
257177900,Fishing,,,,,
257177940,Fishing,,,,,
257178140,Fishing,,,,,
257178240,Fishing,,,,,
257178340,Fishing,,,,,
257178500,Fishing,,,,12.0,
257178640,Fishing,,,,,
257178800,Fishing,,,,,NOR
257178840,Fishing,,,,,
257178940,Fishing,,,,,NOR
257179040,Fishing,,,,,
257179140,Fishing,,,,,
257179240,Fishing,,,,,NOR
257179440,Fishing,,,,,
257179500,Fishing,,,,5.0,
257179640,Fishing,,,,,NOR
257179740,Fishing,,,,,
257179800,Fishing,,,,,
257179820,Fishing,,,,19.0,NOR
257179940,Fishing,,,,,NOR
257180000,Fishing,,,,1206.0,NOR
257180040,Fishing,,,,,
257180140,Fishing,,,,,
257180220,Fishing,,,,27.0,
257180340,Fishing,,,,,
257180440,Fishing,,,,,NOR
257180500,Fishing,,,,,
257180640,Fishing,,,,,
257180700,Fishing,,,,,NOR
257180740,Fishing,,,,,NOR
257180800,Fishing,,,,,NOR
257180820,Fishing,,,,24.0,
257180840,Fishing,,,,,
257181020,Fishing,,,,50.0,NOR
257181140,Fishing,,,,,
257181340,Fishing,,,,15.0,
257181540,Fishing,,,,,
257181840,Fishing,,,,14.0,
257182240,Fishing,,,,3.0,
257182340,Fishing,,,,,NOR
257182440,Fishing,,,,,NOR
257182540,Fishing,,,,,
257182620,Fishing,,,,,
257182640,Fishing,,,,,NOR
257182820,Fishing,,,,,
257182840,Fishing,,,,5.0,NOR
257182920,Fishing,,,,,
257182940,Fishing,,,,8.0,
257183040,Fishing,,,,8.0,
257183140,Fishing,,,,,NOR
257183320,Fishing,,,,,
257183340,Fishing,,,,,
257183440,Fishing,,,,,
257183500,Fishing,,,,,NOR
257183620,Fishing,,,,,
257183640,Fishing,,,,,
257183840,Fishing,,,,,
257183920,Fishing,,,,,
257183940,Fishing,,,,,NOR
257184220,Fishing,,,,10.0,NOR
257184240,Fishing,,,,11.0,
257184340,Fishing,Trawlers,,,24.0,NOR
257184440,Fishing,,,,12.0,
257184500,Fishing,,,,,
257184520,Fishing,,,,,
257184600,Fishing,,,,,
257184740,Fishing,,,,,
257184840,Fishing,,,,,
257184920,Fishing,,,,,
257184940,Fishing,,,,4.0,
257185020,Fishing,,,,,NOR
257185040,Fishing,,,,,
257185140,Fishing,,,,,
257185240,Fishing,,,,,NOR
257185340,Fishing,,,,15.0,
257185420,Fishing,,,,,NOR
257185440,Fishing,,,,8.0,NOR
257185520,Fishing,,,,,
257185540,Fishing,,,,12.0,
257185600,Fishing,,,,,
257185620,Fishing,,,,,
257185640,Fishing,,,,8.0,NOR
257185940,Fishing,,,,,NOR
257186040,Fishing,,,,30.0,NOR
257186120,Fishing,,,,,
257186140,Fishing,,,,,NOR
257186340,Fishing,,,,,NOR
257186440,Fishing,,,,,NOR
257186500,Fishing,,,,,
257186520,Fishing,,,,,
257186640,Fishing,,,,,
257186740,Fishing,,,,,
257186840,Fishing,,,,,
257186940,Fishing,,,,,
257187020,Fishing,,,,,
257187220,Fishing,,,,,
257187240,Fishing,,,,9.0,
257187440,Fishing,,,,,
257187500,Fishing,,,,,NOR
257187640,Fishing,,,,,
257187800,Fishing,,,,,
257187840,Fishing,,,,3.0,
257188020,Fishing,,,,,
257188320,Fishing,,,,,
257188440,Fishing,,,,,
257188500,Fishing,,,,,NOR
257188540,Fishing,,,,24.0,NOR
257188600,Fishing,,,,,
257188620,Fishing,,,,,
257188640,Fishing,,,,4.0,
257188740,Fishing,,,,7.0,
257188800,Fishing,,,,,
257188840,Fishing,,,,1.0,
257188920,Fishing,,,,,
257188940,Fishing,,,,3.0,
257189020,Fishing,,,,,NOR
257189040,Fishing,,,,,NOR
257189140,Fishing,,,,,
257189240,Fishing,,,,,NOR
257189520,Fishing,,,,,
257189600,Fishing,,,,,NOR
257189620,Fishing,,,,,
257189640,Fishing,,,,,
257189720,Fishing,,,,,
257189740,Fishing,,,,,
257189800,Fishing,,,,,NOR
257189940,Fishing,,,,,
257190020,Fishing,,,,,
257190040,Fishing,,,,,
257190140,Fishing,,,,,NOR
257190220,Fishing,,,,10.0,
257190320,Fishing,,,,,
257190440,Fishing,,,,,NOR
257190540,Fishing,,,,8.0,NOR
257190640,Fishing,,,,,
257190720,Fishing,,,,,NOR
257190820,Fishing,,,,,
257190900,Fishing,,,,,
257190940,Fishing,,,,,
257191020,Fishing,,,,,NOR
257191120,Fishing,,,,,
257191140,Fishing,,,,,
257191240,Fishing,,,,,
257191340,Fishing,,,,,
257191440,Fishing,,,,,NOR
257191540,Fishing,,,,,
257191640,Fishing,,,,,
257191740,Fishing,,,,,
257191820,Fishing,,,,,
257192240,Fishing,,,,,
257192320,Fishing,,,,,
257192340,Fishing,,,,,
257192440,Fishing,,,,,
257192540,Fishing,,,,,NOR
257192720,Fishing,,,,9.0,
257192740,Fishing,,,,,
257193020,Fishing,,,,,NOR
257193040,Fishing,,,,,
257193120,Fishing,,,,,
257193220,Fishing,,,,,NOR
257193320,Fishing,,,,,
257193340,Fishing,,,,,NOR
257193420,Fishing,,,,,
257193440,Fishing,,,,,
257193500,Fishing,,,,,NOR
257193640,Fishing,,,,15.0,
257193820,Fishing,,,,14.0,NOR
257193920,Fishing,,,,15.0,
257193940,Fishing,,,,7.0,NOR
257194140,Fishing,,,,,
257194240,Fishing,,,,8.0,
257194320,Fishing,,,,,
257194340,Fishing,,,,,
257194420,Fishing,,,,,NOR
257194440,Fishing,,,,,NOR
257194540,Fishing,,,,,
257194740,Fishing,,,,,
257194840,Fishing,,,,,
257194920,Fishing,,,,,
257195140,Fishing,,,,,NOR
257195220,Fishing,,,,,
257195240,Fishing,,,,,
257195420,Fishing,,,,,
257195440,Fishing,,,,,
257195540,Fishing,,,,,
257195620,Fishing,,,,,NOR
257195740,Fishing,,,,,
257195840,Fishing,,,,,NOR
257196120,Fishing,,,,,
257196140,Fishing,,,,,
257196240,Fishing,,,,6.0,
257196320,Fishing,,,,,
257196340,Fishing,,,,11.0,NOR
257196500,Fishing,,,,,NOR
257196540,Fishing,,,,,
257196620,Fishing,,,,,
257196640,Fishing,,,,,NOR
257196720,Fishing,,,,10.0,
257196740,Fishing,,,,14.0,
257196840,Fishing,,,,,
257196900,Fishing,,,,,
257196940,Fishing,,,,20.0,NOR
257197000,Fishing,,,,173.0,NOR
257197020,Fishing,,,,,
257197120,Fishing,,,,,
257197320,Fishing,,,,,
257197340,Fishing,,,,,NOR
257197520,Fishing,,,,,
257197540,Fishing,,,,,
257197640,Fishing,,,,8.0,
257197840,Fishing,,,,,
257197940,Fishing,,,,,
257198000,Fishing,,,,314.0,NOR
257198040,Fishing,,,,,NOR
257198220,Fishing,,,,,NOR
257198240,Fishing,,,,,
257198320,Fishing,,,,,
257198340,Fishing,,,,,NOR
257198420,Fishing,,,,,
257198440,Fishing,,,,,NOR
257198540,Fishing,,,,,NOR
257198640,Fishing,,,,4.0,
257198720,Fishing,,,,,
257198820,Fishing,,,,,
257198840,Fishing,,,,,
257198920,Fishing,,,,,NOR
257198940,Fishing,,,,,
257199040,Fishing,,,,,
257199240,Fishing,,,,,NOR
257199320,Fishing,,,,,
257199440,Fishing,,,,,
257199540,Fishing,,,,,
257199600,Fishing,,,,,NOR
257199640,Fishing,,,,14.0,NOR
257199800,Fishing,,,,,NOR
257199840,Fishing,,,,25.0,
257199940,Fishing,,,,,
257200020,Fishing,,,,,
257200040,Fishing,,,,,
257200220,Fishing,,,,,NOR
257200340,Fishing,,,,,
257200540,Fishing,,,,,
257200620,Fishing,,,,,NOR
257200640,Fishing,,,,15.0,NOR
257200720,Fishing,,,,,
257200740,Fishing,,,,3.0,
257200840,Fishing,,,,,NOR
257200920,Fishing,,,,,
257200940,Fishing,,,,8.0,
257201020,Fishing,,,,,NOR
257201040,Fishing,,,,,
257201120,Fishing,,,,,
257201140,Fishing,,,,23.0,
257201220,Fishing,,,,,
257201240,Fishing,,,,,
257201320,Fishing,,,,,
257201420,Fishing,,,,,
257201540,Fishing,,,,,NOR
257201620,Fishing,,,,,
257201640,Fishing,,,,,NOR
257201720,Fishing,,,,,
257201740,Fishing,,,,,
257201820,Fishing,,,,,
257201900,Fishing,,,,,
257201920,Fishing,,,,,
257201940,Fishing,,,,,NOR
257202120,Fishing,,,,,NOR
257202140,Fishing,,,,,
257202320,Fishing,,,,,
257202340,Fishing,,,,,
257202420,Fishing,,,,,
257202540,Fishing,,,,,
257202640,Fishing,,,,8.0,
257202820,Fishing,,,,8.0,
257202840,Fishing,,,,,
257202920,Fishing,,,,,
257202940,Fishing,,,,,NOR
257203000,Fishing,Trawlers,,,2188.0,NOR
257203020,Fishing,,,,,
257203120,Fishing,,,,,
257203140,Fishing,,,,3.0,
257203240,Fishing,,,,,
257203420,Fishing,,,,,
257203500,Fishing,,,,,
257203640,Fishing,,,,,NOR
257203740,Fishing,,,,,
257203800,Fishing,,,,5.0,
257203900,Fishing,,,,,NOR
257203940,Fishing,,,,,NOR
257204040,Fishing,,,,,
257204140,Fishing,,,,,
257204240,Fishing,,,,,NOR
257204320,Fishing,,,,,
257204340,Fishing,,,,,
257204420,Fishing,,,,,
257204440,Fishing,,,,,
257204540,Fishing,,,,,
257204620,Fishing,,,,,NOR
257204640,Fishing,,,,9.0,NOR
257204740,Fishing,,,,,
257204820,Fishing,,,,,
257204840,Fishing,,,,,
257204920,Fishing,,,,,
257204940,Fishing,,,,,NOR
257205040,Fishing,,,,,NOR
257205120,Fishing,,,,,
257205140,Fishing,,,,,
257205220,Fishing,,,,,NOR
257205240,Fishing,,,,,
257205320,Fishing,,,,,
257205340,Fishing,,,,,
257205440,Fishing,,,,,
257205540,Fishing,,,,8.0,NOR
257205620,Fishing,,,,,
257205640,Fishing,,,,,NOR
257205740,Fishing,,,,5.0,
257205840,Fishing,,,,,
257205920,Fishing,,,,,
257205940,Fishing,,,,,
257206040,Fishing,,,,,NOR
257206140,Fishing,,,,,
257206240,Fishing,,,,24.0,
257206420,Fishing,,,,,
257206440,Fishing,,,,,
257206520,Fishing,,,,,
257206540,Fishing,,,,,NOR
257206620,Fishing,,,,,
257206640,Fishing,,,,2.0,
257206740,Fishing,,,,5.0,
257206940,Fishing,,,,,
257207040,Fishing,,,,,
257207240,Fishing,,,,,
257207320,Fishing,,,,,
257207340,Fishing,,,,,
257207420,Fishing,,,,,
257207540,Fishing,,,,,
257207640,Fishing,,,,,
257207720,Fishing,,,,,
257207740,Fishing,,,,14.0,NOR
257207920,Fishing,,,,,NOR
257208120,Fishing,,,,12.0,NOR
257208140,Fishing,,,,,NOR
257208220,Fishing,,,,,
257208240,Fishing,,,,,
257208420,Fishing,,,,,
257208520,Fishing,,,,,
257208620,Fishing,,,,,
257208740,Fishing,,,,,
257208820,Fishing,,,,,
257208840,Fishing,,,,,NOR
257208940,Fishing,,,,20.0,
257209040,Fishing,,,,,
257209320,Fishing,,,,,
257209340,Fishing,,,,8.0,
257209440,Fishing,,,,12.0,NOR
257209540,Fishing,,,,,
257209640,Fishing,,,,,
257209820,Fishing,,,,,
257209840,Fishing,,,,,
257209940,Fishing,,,,,
257210040,Fishing,,,,7.0,
257210140,Fishing,,,,,
257210240,Fishing,,,,,NOR
257210340,Fishing,,,,,
257210440,Fishing,,,,,
257210540,Fishing,,,,,
257210600,Fishing,,,,,NOR
257210620,Fishing,,,,9.0,
257210640,Fishing,,,,,
257210720,Fishing,,,,,
257210740,Fishing,,,,,
257210840,Fishing,,,,2.0,
257210920,Fishing,,,,,
257210940,Fishing,,,,7.0,
257211040,Fishing,,,,,
257211140,Fishing,,,,,
257211340,Fishing,,,,,NOR
257211420,Fishing,,,,,
257211540,Fishing,,,,,
257211620,Fishing,,,,,
257211820,Fishing,,,,,
257211840,Fishing,,,,,NOR
257211940,Fishing,,,,,
257212040,Fishing,,,,,
257212240,Fishing,,,,,
257212340,Fishing,,,,,NOR
257212420,Fishing,,,,,NOR
257212500,Fishing,,,,,NOR
257212520,Fishing,,,,,NOR
257212640,Fishing,,,,,
257212700,Fishing,,,,,
257212720,Fishing,,,,,
257212840,Fishing,,,,,
257212900,Fishing,,,,,
257213140,Fishing,,,,,
257213440,Fishing,,,,,
257213620,Fishing,,,,,NOR
257213640,Fishing,,,,,
257213720,Fishing,,,,14.0,
257213740,Fishing,,,,,
257213820,Fishing,,,,,
257213840,Fishing,,,,,NOR
257213920,Fishing,,,,19.0,NOR
257214000,Fishing,,,,502.0,NOR
257214020,Fishing,,,,,
257214240,Fishing,,,,,
257214320,Fishing,,,,,
257214340,Fishing,,,,,
257214420,Fishing,,,,,NOR
257214440,Fishing,,,,,
257214520,Fishing,,,,,NOR
257214540,Fishing,,,,,NOR
257214640,Fishing,,,,,NOR
257214820,Fishing,,,,,
257214920,Fishing,,,,,
257214940,Fishing,,,,,
257215000,Fishing,,,,127.0,NOR
257215040,Fishing,,,,,
257215140,Fishing,,,,,
257215220,Fishing,,,,,NOR
257215240,Fishing,,,,,
257215340,Fishing,,,,,
257215420,Fishing,,,,,NOR
257215440,Fishing,,,,,
257215540,Fishing,,,,,
257215620,Fishing,,,,,
257215640,Fishing,,,,49.0,
257215700,Fishing,,,,,
257215740,Fishing,,,,,NOR
257215820,Fishing,,,,,
257215840,Fishing,,,,,
257215900,Fishing,,,,,
257215920,Fishing,,,,,
257215940,Fishing,,,,,
257216020,Fishing,,,,,
257216040,Fishing,,,,,
257216120,Fishing,,,,,NOR
257216140,Fishing,,,,,
257216220,Fishing,,,,,NOR
257216240,Fishing,,,,,NOR
257216440,Fishing,,,,,NOR
257216500,Fishing,,,,,NOR
257216520,Fishing,,,,11.0,
257216540,Fishing,,,,2.0,
257216620,Fishing,,,,,NOR
257216640,Fishing,,,,,
257216740,Fishing,,,,,
257216940,Fishing,,,,,NOR
257217020,Fishing,,,,,
257217040,Fishing,,,,,
257217140,Fishing,,,,,NOR
257217240,Fishing,,,,,
257217440,Fishing,,,,,
257217540,Fishing,Trawlers,,,,
257217620,Fishing,,,,,
257217640,Fishing,,,,9.0,
257217740,Fishing,,,,,
257217820,Fishing,,,,,
257217920,Fishing,,,,7.0,
257217940,Fishing,,,,,NOR
257218020,Fishing,,,,,
257218040,Fishing,,,,,NOR
257218120,Fishing,,,,,NOR
257218140,Fishing,,,,,
257218220,Fishing,,,,,
257218240,Fishing,,,,,
257218340,Fishing,,,,,
257218440,Fishing,,,,,NOR
257218540,Fishing,,,,,
257218640,Fishing,,,,,NOR
257218700,Fishing,,,,,
257218740,Fishing,,,,,NOR
257218840,Fishing,,,,,
257218940,Fishing,,,,15.0,
257219000,Fishing,,,,807.0,NOR
257219020,Fishing,,,,23.0,NOR
257219040,Fishing,,,,,
257219120,Fishing,,,,,NOR
257219140,Fishing,,,,,
257219220,Fishing,,,,,
257219240,Fishing,,,,,
257219340,Fishing,,,,,NOR
257219640,Fishing,,,,,
257219720,Fishing,,,,,
257219820,Fishing,,,,,
257219840,Fishing,,,,,NOR
257219920,Fishing,,,,,
257220040,Fishing,Trawlers,,,,NOR
257220140,Fishing,,,,,NOR
257220220,Fishing,,,,15.0,NOR
257220320,Fishing,,,,,NOR
257220340,Fishing,,,,,NOR
257220440,Fishing,,,,,NOR
257220620,Fishing,,,,,NOR
257220740,Fishing,,,,,
257220820,Fishing,,,,,
257220840,Fishing,,,,12.0,
257220940,Fishing,,,,,
257221040,Fishing,,,,9.0,
257221120,Fishing,,,,21.0,NOR
257221240,Fishing,,,,,
257221440,Fishing,,,,,
257221500,Fishing,,,,24.0,NOR
257221540,Fishing,,,,,
257221640,Fishing,,,,,NOR
257221720,Fishing,,,,8.0,
257221740,Fishing,,,,,NOR
257221840,Fishing,,,,8.0,
257222040,Fishing,,,,,
257222222,Fishing,,,,,NOR
257222520,Fishing,,,,21.0,
257222620,Fishing,,,,24.0,NOR
257223120,Fishing,,,,17.0,NOR
257223320,Fishing,,,,4.0,
257223620,Fishing,,,,23.0,NOR
257224020,Fishing,,,,22.0,NOR
257224420,Fishing,,,,23.0,
257224500,Fishing,,,,,NOR
257224820,Fishing,,,,18.0,
257225000,Fishing,Longliners,,,850.0,NOR
257225020,Fishing,,,,2.0,
257225320,Fishing,,,,8.0,
257225420,Fishing,,,,22.0,
257225900,Fishing,,,,,
257226020,Fishing,,,,11.0,
257226120,Fishing,,,,10.0,
257226320,Fishing,,,,21.0,
257226520,Fishing,,,,14.0,NOR
257226920,Fishing,,,,9.0,
257227320,Fishing,,,,,
257227720,Fishing,,,,9.0,
257227800,Fishing,,,,,
257227920,Fishing,,,,19.0,
257228020,Fishing,,,,12.0,
257228120,Fishing,,,,18.0,
257228320,Fishing,,,,23.0,
257228520,Fishing,,,,24.0,
257229000,Fishing,,,,566.0,NOR
257229220,Fishing,,,,23.0,
257229720,Fishing,,,,15.0,
257230120,Fishing,,,,11.0,
257230320,Fishing,,,,,
257230420,Fishing,,,,30.0,
257230520,Fishing,,,,9.0,NOR
257230600,Fishing,,,,10.0,
257231020,Fishing,,,,15.0,
257231220,Fishing,,,,12.0,
257231320,Fishing,,,,7.0,
257231620,Fishing,,,,24.0,
257231720,Fishing,,,,,
257232020,Fishing,,,,11.0,
257233520,Fishing,,,,19.0,
257233920,Fishing,,,,7.0,
257234000,Fishing,,,,1306.0,NOR
257234320,Fishing,,,,,
257234520,Fishing,,,,25.0,
257235600,Fishing,,,,,NOR
257235720,Fishing,,,,21.0,NOR
257235920,Fishing,,,,20.0,
257236600,Fishing,,,,,NOR
257236720,Fishing,,,,12.0,
257236800,Fishing,,,,,
257236820,Fishing,,,,24.0,
257237420,Fishing,,,,25.0,
257237800,Fishing,,,,,NOR
257237820,Fishing,,,,17.0,
257238020,Fishing,,,,14.0,
257238320,Fishing,,,,21.0,
257238720,Fishing,,,,9.0,
257239000,Non-fishing,Seismic vessel,,,,
257239400,Non-fishing,Passenger,,,,
257239420,Fishing,,,,18.0,
257239500,Fishing,,,,,NOR
257240320,Fishing,,,,8.0,
257240620,Fishing,,,,14.0,
257241220,Fishing,,,,,
257241700,Fishing,,,,,
257241920,Fishing,,,,14.0,
257242320,Fishing,,,,22.0,
257242520,Fishing,,,,9.0,
257242700,Fishing,,,,,
257242800,Fishing,,,,3.0,
257242820,Fishing,,,,5.0,
257243520,Fishing,,,,6.0,
257243620,Fishing,,,,6.0,
257244420,Fishing,,,,16.0,
257244520,Fishing,,,,,
257244920,Fishing,,,,6.0,
257245020,Fishing,,,,16.0,
257245220,Fishing,,,,34.0,NOR
257245320,Fishing,,,,36.0,
257245620,Fishing,,,,6.0,
257246320,Fishing,,,,,
257246420,Fishing,,,,24.0,NOR
257246520,Fishing,,,,8.0,
257246720,Fishing,,,,6.0,
257246800,Fishing,,,,,NOR
257246820,Fishing,,,,9.0,NOR
257247000,Fishing,,,,691.0,NOR
257247020,Fishing,,,,,NOR
257247320,Fishing,,,,6.0,
257247420,Fishing,,,,5.0,
257247500,Fishing,,,,,
257248000,Fishing,Trawlers,,,681.0,NOR
257248020,Fishing,,,,23.0,
257248320,Fishing,,,,12.0,
257248820,Fishing,,,,15.0,
257248920,Fishing,,,,9.0,
257249020,Fishing,,,,,
257249220,Fishing,,,,21.0,
257249420,Fishing,,,,18.0,
257249620,Fishing,,,,8.0,
257249800,Fishing,,,,11.0,
257249820,Fishing,,,,7.0,
257250000,Fishing,,,,1874.0,NOR
257250320,Fishing,,,,24.0,NOR
257251600,Fishing,,,,,NOR
257251620,Fishing,,,,8.0,
257251700,Fishing,,,,,NOR
257251900,Fishing,,,,,NOR
257252020,Fishing,,,,8.0,
257252220,Fishing,,,,13.0,
257252420,Fishing,,,,23.0,
257252700,Fishing,,,,12.0,NOR
257252820,Fishing,,,,24.0,
257252920,Fishing,,,,11.0,
257253220,Fishing,,,,24.0,NOR
257253620,Fishing,,,,19.0,
257254000,Fishing,Trawlers,,,250.0,NOR
257254120,Fishing,,,,8.0,
257254720,Fishing,,,,6.0,
257254920,Fishing,,,,24.0,NOR
257255020,Fishing,,,,,
257255800,Fishing,,,,,
257256020,Fishing,,,,6.0,
257256120,Fishing,,,,24.0,
257256220,Fishing,,,,5.0,
257256420,Fishing,,,,13.0,
257256520,Fishing,,,,5.0,
257256600,Fishing,,,,,
257257120,Fishing,,,,7.0,
257257320,Fishing,,,,24.0,
257257420,Fishing,,,,7.0,
257257500,Fishing,,,,,
257258000,Fishing,,,,157.0,NOR
257258020,Fishing,,,,,
257258220,Fishing,,,,6.0,
257258420,Fishing,,,,8.0,
257258520,Fishing,,,,19.0,
257258620,Fishing,,,,7.0,
257258820,Fishing,,,,11.0,
257258920,Fishing,,,,18.0,
257259020,Fishing,,,,41.0,
257259220,Fishing,,,,,
257259320,Fishing,,,,24.0,NOR
257259800,Fishing,,,,,
257260020,Fishing,,,,24.0,NOR
257260120,Fishing,,,,25.0,NOR
257260420,Fishing,,,,7.0,
257260720,Fishing,,,,8.0,NOR
257260800,Fishing,,,,,
257260900,Fishing,,,,,NOR
257260920,Fishing,,,,23.0,
257261020,Fishing,,,,35.0,
257261120,Fishing,,,,,
257261320,Fishing,,,,8.0,NOR
257261520,Fishing,,,,8.0,
257261620,Fishing,,,,6.0,
257261720,Fishing,,,,8.0,
257262020,Fishing,,,,13.0,
257262220,Fishing,,,,,
257262700,Fishing,,,,,
257262720,Fishing,,,,7.0,
257262800,Fishing,,,,,
257263000,Fishing,,,,657.0,NOR
257263020,Fishing,,,,4.0,
257263220,Fishing,,,,7.0,
257263320,Fishing,,,,7.0,NOR
257263420,Fishing,,,,7.0,
257263500,Fishing,,,,,
257263720,Fishing,,,,,
257263800,Fishing,,,,,NOR
257263920,Fishing,,,,7.0,
257264000,Fishing,,,,,NOR
257264120,Fishing,,,,7.0,
257264220,Fishing,,,,8.0,
257264420,Fishing,,,,,
257264720,Fishing,,,,6.0,
257264820,Fishing,,,,13.0,
257265000,Fishing,,,,,NOR
257265120,Fishing,,,,6.0,
257265320,Fishing,,,,,NOR
257265520,Fishing,,,,14.0,
257265820,Fishing,,,,,
257265920,Fishing,,,,7.0,
257266120,Fishing,,,,9.0,
257266320,Fishing,,,,,
257266420,Fishing,,,,8.0,
257266620,Fishing,,,,8.0,
257266800,Fishing,,,,22.0,
257266820,Fishing,,,,8.0,
257266920,Fishing,,,,8.0,NOR
257267700,Fishing,,,,,
257267800,Fishing,,,,,
257269020,Fishing,,,,7.0,
257269320,Fishing,,,,6.0,
257269420,Fishing,,,,24.0,NOR
257269720,Fishing,,,,8.0,
257269820,Fishing,,,,7.0,
257269920,Fishing,,,,8.0,
257270120,Fishing,,,,6.0,
257270220,Fishing,,,,7.0,
257270320,Fishing,,,,6.0,
257270620,Fishing,,,,11.0,
257270720,Fishing,,,,7.0,
257270820,Fishing,,,,6.0,
257270920,Fishing,,,,6.0,
257271220,Fishing,,,,,NOR
257271320,Fishing,,,,8.0,
257271420,Fishing,,,,8.0,
257271520,Fishing,,,,8.0,NOR
257271600,Fishing,,,,,NOR
257271620,Fishing,,,,8.0,NOR
257271700,Fishing,,,,,
257271920,Fishing,,,,15.0,NOR
257272020,Fishing,,,,8.0,
257272220,Fishing,,,,,NOR
257272320,Fishing,,,,11.0,
257272420,Fishing,,,,6.0,
257272520,Fishing,,,,11.0,NOR
257272620,Fishing,,,,6.0,
257272900,Fishing,,,,,NOR
257273520,Fishing,,,,7.0,
257273620,Fishing,,,,8.0,
257273700,Fishing,,,,8.0,
257273820,Fishing,,,,,
257273900,Fishing,,,,452.0,NOR
257274120,Fishing,,,,,
257274220,Fishing,,,,7.0,
257274420,Fishing,,,,7.0,
257274520,Fishing,,,,6.0,
257274620,Fishing,,,,24.0,
257274720,Fishing,,,,8.0,
257274800,Fishing,,,,5.0,
257274920,Fishing,,,,10.0,NOR
257275120,Fishing,,,,7.0,
257275420,Fishing,,,,9.0,
257275600,Fishing,,,,,
257275620,Fishing,,,,,
